#Star_ID        Band            ew(A)
B0.5-IV-ID1027  MgII/4481       0.153070573393
B0.5-IV-ID1027  HeII/4541       0.0745912488732
B0.5-IV-ID1027  SiIII/4553      0.0500387552719
B0.5-IV-ID1027  OII+CIII/4645   0.357323557984
B0.5-IV-ID1027  HeII/4686       0.219255891213
B0.5-IV-ID1173  CaIIK/3928      0.329339194936
B0.5-IV-ID1173  HeI/4009        0.304125420045
B0.5-IV-ID1173  HeI/4026        0.939086801637
B0.5-IV-ID1173  SiIV/4088       0.203540308847
B0.5-IV-ID1173  SiIV/4116       0.126194970967
B0.5-IV-ID1173  HeI/4121        0.421158024069
B0.5-IV-ID1173  SiII/4130       0.00288319107655
B0.5-IV-ID1173  HeI/4144        0.403605167968
B0.5-IV-ID1173  HeII/4200       0.0341794691787
B0.5-IV-ID1173  FeII/4233       -0.0383150624533
B0.5-IV-ID1173  HeI/4387        0.441805053083
B0.5-IV-ID1173  OII/4416        0.165015370654
B0.5-IV-ID1173  HeI/4471        0.804083120104
B0.5-IV-ID1173  MgII/4481       0.151700054727
B0.5-IV-ID1173  HeII/4541       0.0434935855913
B0.5-IV-ID1173  SiIII/4553      0.148342920937
B0.5-IV-ID1173  OII+CIII/4645   0.437676431752
B0.5-IV-ID1173  HeII/4686       0.225204069506
B0.5-IV-ID1236  CaIIK/3928      0.202356860778
B0.5-IV-ID1236  HeI/4009        0.242200753473
B0.5-IV-ID1236  HeI/4026        0.750713472885
B0.5-IV-ID1236  SiIV/4088       0.0424412304881
B0.5-IV-ID1236  SiIV/4116       0.0996917643739
B0.5-IV-ID1236  HeI/4121        0.216367501333
B0.5-IV-ID1236  SiII/4130       -0.0274108860973
B0.5-IV-ID1236  HeI/4144        0.389757855177
B0.5-IV-ID1236  HeII/4200       0.0681124011505
B0.5-IV-ID1236  FeII/4233       -0.0864640884264
B0.5-IV-ID1236  HeI/4387        0.334201556006
B0.5-IV-ID1236  OII/4416        0.0421838466079
B0.5-IV-ID1236  HeI/4471        0.506709916311
B0.5-IV-ID1236  MgII/4481       0.11436140968
B0.5-IV-ID1236  HeII/4541       0.018636963827
B0.5-IV-ID1236  SiIII/4553      -0.0120787760888
B0.5-IV-ID1236  OII+CIII/4645   0.427576508103
B0.5-IV-ID1236  HeII/4686       0.200326697777
B0.5-IV-ID1242  CaIIK/3928      0.153403500105
B0.5-IV-ID1242  HeI/4009        0.102318615778
B0.5-IV-ID1242  HeI/4026        0.664834196822
B0.5-IV-ID1242  SiIV/4088       0.134646096866
B0.5-IV-ID1242  SiIV/4116       0.0851726083523
B0.5-IV-ID1242  HeI/4121        0.249686810202
B0.5-IV-ID1242  SiII/4130       -0.00149137055995
B0.5-IV-ID1242  HeI/4144        0.325409437842
B0.5-IV-ID1242  HeII/4200       0.151910442655
B0.5-IV-ID1242  FeII/4233       -0.0712342507371
B0.5-IV-ID1242  HeI/4387        0.390116222712
B0.5-IV-ID1242  OII/4416        0.0775305558778
B0.5-IV-ID1242  HeI/4471        0.762564623104
B0.5-IV-ID1242  MgII/4481       0.173210369875
B0.5-IV-ID1242  HeII/4541       0.0957781636295
B0.5-IV-ID1242  SiIII/4553      0.117776146893
B0.5-IV-ID1242  OII+CIII/4645   0.592359974749
B0.5-IV-ID1242  HeII/4686       0.115663251326
B0.5-IV-ID1255  CaIIK/3928      0.13203096596
B0.5-IV-ID1255  HeI/4009        0.281508354089
B0.5-IV-ID1255  HeI/4026        0.773422550002
B0.5-IV-ID1255  SiIV/4088       0.0930471822832
B0.5-IV-ID1255  SiIV/4116       0.0448497129795
B0.5-IV-ID1255  HeI/4121        0.104676897251
B0.5-IV-ID1255  SiII/4130       -0.063605060308
B0.5-IV-ID1255  HeI/4144        0.149901806203
B0.5-IV-ID1255  HeII/4200       0.28002866984
