Name,RAJ2000,DEJ2000,U,e_U,B,e_B,V,e_V,I,e_I,J,e_J,H,e_H,K,e_K,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],SpT
2MASS_J05424862-6833431,85.702582,-68.561996,,,10.394,0.084,9.919,0.142,,,11.912,0.022,11.918,0.021,11.895,0.023,11.823,0.025,11.786,0.026,11.757,0.032,11.724,0.043,9.512,,YSG
2MASS_J05421458-6830462,85.560776,-68.512855,13.823,0.01,13.364,0.01,12.866,0.01,10.825,0.097,11.591,0.024,11.35,0.021,11.236,0.024,11.205,0.03,11.157,0.024,11.112,0.032,11.123,0.034,8.818,0.218,YSG
2MASS_J05420932-6827311,85.538834,-68.458663,12.963,0.01,12.484,,11.946,,,,10.772,0.024,10.506,0.021,10.433,0.021,10.358,0.025,10.295,0.023,10.304,0.023,10.299,0.03,9.842,,YSG
2MASS_J05314111-7042524,82.921352,-70.714594,11.431,0.047,12.169,0.127,11.966,0.097,11.998,0.139,12.215,0.023,12.207,0.023,12.209,0.028,12.192,0.034,12.155,0.03,12.069,0.042,12.184,0.046,9.687,,YSG
2MASS_J05274856-7007266,81.952411,-70.124046,12.924,0.03,12.939,0.072,13.052,0.135,12.452,0.184,12.427,0.026,12.337,0.028,12.409,0.03,12.252,0.037,12.256,0.025,12.271,0.042,12.236,0.039,9.788,,YSG
2MASS_J05241617-6939310,81.06744,-69.658577,16.589,0.073,15.066,0.069,13.573,0.059,12.405,0.216,11.168,0.021,10.515,0.024,10.343,0.025,10.185,0.029,10.377,0.024,10.276,0.027,10.205,0.041,9.116,0.313,YSG
2MASS_J05235230-6941270,80.967891,-69.690821,11.735,0.03,12.671,0.063,12.609,0.05,12.165,0.308,12.386,0.023,12.347,0.027,12.37,0.035,12.332,0.046,12.256,0.027,12.197,0.051,,,5.218,0.039,YSG
2MASS_J05232350-6939238,80.847874,-69.656585,12.99,0.036,12.937,0.119,12.566,0.073,12.408,0.327,12.066,0.026,11.969,0.029,11.907,0.028,11.872,0.041,11.843,0.034,11.826,0.046,11.866,0.048,9.181,,YSG
2MASS_J05341110-6925446,83.546228,-69.429085,12.35,0.043,12.188,0.07,11.884,0.216,11.559,0.042,11.114,0.022,10.92,0.022,10.89,0.023,10.812,0.018,10.778,0.02,10.738,0.023,10.728,0.023,9.774,,YSG
2MASS_J05330109-6922292,83.254494,-69.374829,11.87,0.031,11.909,0.036,11.773,0.056,11.348,0.204,11.13,0.024,11.084,0.029,10.992,0.026,10.942,0.034,10.839,0.028,10.866,0.029,10.843,0.03,9.69,,YSG
2MASS_J05312597-6917255,82.858191,-69.290429,12.069,0.084,12.11,0.182,12.22,0.144,12.033,0.072,11.719,0.026,11.763,0.026,11.691,0.025,11.658,0.03,11.599,0.032,11.561,0.033,11.542,0.038,9.126,,YSG
2MASS_J05284670-6925539,82.194517,-69.431679,13.913,0.01,13.444,0.01,12.796,0.01,12.183,0.051,11.577,0.024,11.282,0.026,11.19,0.023,11.068,0.025,10.978,0.035,11.048,0.039,11.067,0.037,9.48,0.355,YSG
2MASS_J05283205-6912030,82.133446,-69.200868,12.203,0.01,12.404,0.01,12.326,0.01,10.543,0.092,11.957,0.027,11.877,0.028,11.814,0.025,11.718,0.03,11.648,0.028,11.635,0.034,11.645,0.034,9.941,,YSG
2MASS_J05244436-6937483,81.184934,-69.630066,12.434,0.022,12.355,0.091,11.652,0.236,12.013,0.289,11.523,0.021,11.389,0.022,11.356,0.023,11.286,0.024,11.282,0.032,11.234,0.025,11.228,0.042,9.159,,YSG
2MASS_J05215672-6926543,80.486329,-69.448429,11.094,0.036,11.561,0.087,11.967,0.16,11.661,0.153,11.485,0.023,11.472,0.025,11.445,0.025,11.388,0.027,11.367,0.022,11.326,0.03,11.293,0.027,9.575,0.365,YSG
2MASS_J05273699-6910370,81.904002,-69.17699,12.313,0.01,12.764,0.01,12.726,0.01,11.343,0.155,12.402,0.024,12.372,0.028,12.372,0.03,12.309,0.031,12.295,0.029,12.294,0.037,12.35,0.055,7.901,0.147,YSG
2MASS_J05195179-6953084,79.965847,-69.88568,11.753,0.01,12.414,0.01,12.176,0.01,11.852,0.11,11.525,0.023,11.467,0.028,11.36,0.026,11.264,0.026,11.178,0.022,11.117,0.031,11.023,0.039,8.101,0.116,YSG
2MASS_J05173283-6945074,79.386766,-69.752096,11.833,0.01,12.034,0.01,11.896,0.01,11.652,0.162,11.382,0.023,11.325,0.027,11.289,0.023,11.193,0.022,11.107,0.027,11.13,0.026,11.172,0.032,8.068,0.098,YSG
2MASS_J05183863-6945467,79.660935,-69.762977,,,15.815,0.09,14.861,0.376,,,10.279,0.021,10.037,0.026,9.956,0.025,9.832,0.027,9.79,0.024,9.771,0.023,9.799,0.027,10.013,,YSG
2MASS_J05190484-6941055,79.770106,-69.684871,11.883,0.01,12.524,0.01,12.516,0.01,12.29,0.091,12.271,0.021,12.239,0.022,12.262,0.025,12.181,0.032,12.142,0.029,12.082,0.038,12.15,0.048,9.325,,YSG
2MASS_J05175981-6916146,79.499168,-69.270779,11.757,0.031,12.149,0.101,11.861,0.332,,,11.967,0.024,11.951,0.028,11.912,0.026,11.852,0.029,11.795,0.026,11.796,0.033,11.866,0.046,6.41,0.087,YSG
2MASS_J05093856-6918373,77.410627,-69.310399,12.529,0.032,12.288,0.046,12.745,0.336,11.96,0.259,11.83,0.024,11.726,0.028,11.703,0.027,11.591,0.03,11.578,0.024,11.534,0.035,11.549,0.032,9.48,,YSG
2MASS_J05095880-6907018,77.494915,-69.11721,11.703,,12.634,,12.616,,12.717,0.102,12.551,0.038,12.531,0.052,12.532,0.062,12.389,0.037,12.341,0.031,12.271,0.04,12.163,0.038,9.724,,YSG
2MASS_J05095304-6855380,77.47102,-68.927263,11.041,0.051,11.971,0.077,11.916,0.105,11.874,0.286,11.815,0.025,11.746,0.023,11.741,0.023,11.587,0.021,11.56,0.022,11.59,0.038,,,3.992,0.024,YSG
2MASS_J05100098-6854089,77.504172,-68.902496,12.943,0.02,12.784,0.01,12.426,0.01,12.032,0.064,11.516,0.023,11.345,0.026,11.297,0.027,11.184,0.025,11.155,0.024,10.997,0.049,,,2.103,0.017,YSG
2MASS_J05191579-6856039,79.815797,-68.934441,15.393,0.02,14.714,0.01,13.376,0.01,11.842,0.052,10.795,0.023,10.074,0.026,9.892,0.022,9.713,0.021,9.846,0.022,9.756,0.029,9.697,0.03,8.747,0.222,YSG
2MASS_J05181920-6911406,79.580027,-69.19466,10.375,0.1,11.156,0.126,11.207,0.22,11.412,0.165,11.344,0.023,11.348,0.027,11.301,0.026,11.121,0.026,10.993,0.024,10.949,0.033,10.818,0.035,9.301,,YSG
2MASS_J05334034-6906579,83.41806,-69.116118,12.223,,12.894,,12.726,,,,12.222,0.024,12.149,0.026,12.105,0.029,11.984,0.036,11.973,0.028,11.932,0.038,11.954,0.046,9.514,,YSG
2MASS_J05305376-6911409,82.723979,-69.194721,12.203,0.048,10.713,0.162,12.019,0.123,10.279,0.12,11.851,0.023,11.85,0.026,11.812,0.021,11.68,0.029,11.653,0.027,11.644,0.032,11.622,0.051,8.927,,YSG
2MASS_J05340996-6859127,83.541496,-68.986871,10.903,0.097,11.552,0.278,11.423,0.234,,,11.165,0.024,11.095,0.021,11.124,0.023,10.951,0.035,10.923,0.023,10.902,0.028,10.869,0.028,9.543,,YSG
2MASS_J05325988-6849254,83.249476,-68.823741,,,10.249,0.23,9.727,0.105,10.8,0.113,12.155,0.029,12.146,0.035,12.119,0.033,12.015,0.035,11.995,0.023,11.949,0.039,11.914,0.042,9.777,,YSG
2MASS_J05305214-6841374,82.717125,-68.693763,12.573,,12.704,,12.586,,11.097,0.14,12.048,0.021,11.973,0.024,11.914,0.023,11.817,0.023,11.808,0.03,11.791,0.032,11.668,0.063,9.396,,YSG
2MASS_J05315227-6832388,82.967785,-68.544141,9.521,0.474,10.065,0.15,9.687,0.072,,,10.461,0.024,10.368,0.021,10.32,0.023,10.14,0.023,10.041,0.018,9.963,0.023,9.908,0.026,9.327,,YSG
2MASS_J05292502-6828010,82.354204,-68.466982,10.908,0.116,11.553,0.107,11.18,0.126,11.109,0.228,10.91,0.023,10.84,0.021,10.807,0.021,10.688,0.022,10.594,0.023,10.53,0.029,10.529,0.032,7.608,0.153,YSG
2MASS_J05303783-6824392,82.657699,-68.410901,11.283,0.01,12.234,0.01,12.256,0.01,12.142,0.17,12.146,0.024,12.116,0.025,12.052,0.026,11.939,0.044,11.857,0.025,11.851,0.034,11.793,0.041,6.692,0.052,YSG
2MASS_J05275939-6848400,81.997405,-68.811149,13.373,0.01,12.974,0.01,12.566,0.01,10.336,0.066,11.548,0.023,11.336,0.023,11.249,0.021,11.161,0.026,11.088,0.031,11.125,0.035,11.147,0.039,9.964,,YSG
2MASS_J05305194-6738103,82.716454,-67.636213,12.413,0.01,12.584,0.01,12.546,0.01,10.885,0.184,12.18,0.024,12.166,0.028,12.108,0.024,12.025,0.04,11.995,0.026,11.99,0.048,11.996,0.048,9.374,0.332,YSG
2MASS_J05184360-6807336,79.681648,-68.126049,11.742,0.048,12.31,0.027,12.157,0.056,12.06,0.085,11.916,0.023,11.859,0.026,11.863,0.026,11.755,0.022,11.725,0.022,11.715,0.031,11.692,0.029,8.983,0.225,YSG
2MASS_J05210363-6802539,80.265128,-68.048357,12.153,0.046,12.754,0.014,12.495,0.033,12.161,0.072,11.987,0.023,11.91,0.026,11.793,0.027,11.724,0.033,11.637,0.024,11.606,0.035,11.599,0.038,9.572,,YSG
2MASS_J05215404-6754528,80.475241,-67.914691,11.187,0.027,12.046,0.014,11.933,0.117,11.873,0.043,11.893,0.023,11.843,0.025,11.832,0.026,11.761,0.04,11.681,0.033,11.657,0.065,,,3.568,0.063,YSG
2MASS_J05140191-6727069,78.508071,-67.451879,10.964,0.063,11.351,0.075,11.319,0.173,11.132,0.12,11.005,0.022,10.952,0.025,10.923,0.023,10.756,0.023,10.718,0.027,10.673,0.028,10.648,0.028,6.612,0.05,YSG
2MASS_J05140442-6715506,78.518485,-67.264004,11.91,0.237,11.737,0.05,11.488,0.154,11.121,0.058,10.798,0.023,10.692,0.03,10.627,0.023,10.539,0.027,10.429,0.022,10.455,0.025,10.46,0.028,9.539,,YSG
2MASS_J05213756-6706141,80.406505,-67.103905,10.788,0.091,11.617,0.047,11.427,0.2,11.6,0.025,11.535,0.021,11.532,0.025,11.534,0.021,11.471,0.031,11.433,0.023,11.434,0.034,11.398,0.032,9.866,,YSG
2MASS_J05135366-6703486,78.473689,-67.063452,15.837,0.031,13.577,0.029,13.207,0.05,11.187,0.05,10.789,0.022,10.387,0.027,10.26,0.021,10.162,0.027,10.168,0.023,10.12,0.027,10.103,0.033,8.473,0.153,YSG
2MASS_J05433242-6818518,85.885095,-68.314435,13.303,0.01,13.014,0.01,12.826,0.01,12.37,0.081,12.084,0.026,11.97,0.024,11.908,0.024,11.838,0.028,11.808,0.023,11.781,0.033,11.758,0.039,9.457,,YSG
2MASS_J05424355-6813534,85.681462,-68.231515,12.688,0.037,12.955,0.035,12.698,0.102,12.839,0.375,12.151,0.022,12.05,0.023,11.999,0.024,11.9,0.027,11.887,0.024,11.851,0.045,11.866,0.043,8.574,0.157,YSG
2MASS_J05363444-6740313,84.143448,-67.675385,13.343,0.01,12.874,0.01,12.416,0.01,9.677,0.13,11.282,0.022,11.021,0.022,10.956,0.024,10.837,0.021,10.812,0.021,10.789,0.023,10.81,0.031,8.975,0.294,YSG
2MASS_J05452835-6741195,86.368131,-67.688774,13.148,0.024,12.929,0.06,12.683,0.04,12.49,0.206,12.083,0.022,12.01,0.026,11.951,0.026,11.84,0.036,11.863,0.031,11.801,0.037,11.847,0.036,9.696,,YSG
2MASS_J05440175-6738003,86.007273,-67.633455,13.293,0.062,13.053,0.056,12.701,0.057,12.407,0.071,12.031,0.021,11.876,0.021,11.835,0.026,11.751,0.027,11.734,0.022,11.724,0.039,11.724,0.034,9.911,,YSG
2MASS_J05422917-6719419,85.621527,-67.328326,11.764,0.025,11.229,0.107,11.969,0.15,10.329,0.088,9.97,0.023,9.822,0.023,9.724,0.021,9.655,0.026,9.591,0.021,9.569,0.028,9.535,0.025,9.035,,YSG
2MASS_J05393751-6721573,84.906275,-67.365901,10.814,0.023,13.403,0.289,12.108,0.134,10.969,0.116,12.425,0.026,12.4,0.03,12.415,0.029,12.296,0.031,12.181,0.034,12.135,0.037,12.084,0.036,9.934,,YSG
2MASS_J05335906-6732157,83.496144,-67.537685,11.633,0.01,12.404,0.01,12.396,0.01,10.604,0.127,12.017,0.022,11.929,0.021,11.848,0.023,11.66,0.027,11.545,0.025,11.441,0.03,11.281,0.034,9.711,,YSG
2MASS_J05344003-6730095,83.666795,-67.502646,12.923,0.01,12.764,0.01,12.566,0.01,10.83,0.139,11.858,0.023,11.72,0.026,11.635,0.021,11.581,0.027,11.52,0.025,11.522,0.033,11.528,0.039,9.545,,YSG
2MASS_J05325816-6733214,83.24231,-67.555983,12.113,0.01,12.584,0.01,12.506,0.01,10.79,0.119,12.11,0.024,12.007,0.029,11.982,0.023,11.857,0.017,11.837,0.018,11.796,0.024,11.847,0.03,7.462,0.092,YSG
2MASS_J05322891-6731550,83.120453,-67.531971,10.886,0.141,12.48,0.28,11.757,0.129,,,11.797,0.023,11.78,0.027,11.723,0.026,11.637,0.018,11.535,0.018,11.445,0.02,11.35,0.023,9.089,,YSG
2MASS_J05313841-6728116,82.910073,-67.46989,9.612,0.115,10.814,0.244,10.332,0.055,10.14,0.453,9.483,0.023,9.308,0.025,9.183,0.022,9.12,0.026,9.04,0.016,9.003,0.023,9.001,0.018,8.687,0.181,YSG
2MASS_J05330794-6731593,83.283058,-67.533152,12.343,0.01,12.784,0.01,12.796,0.01,11.814,0.145,12.562,0.023,12.566,0.021,12.562,0.027,12.473,0.019,12.434,0.02,12.427,0.029,12.4,0.045,9.751,,YSG
2MASS_J05305564-6716162,82.731832,-67.271188,10.739,0.026,13.333,0.206,11.969,0.065,10.829,0.184,12.004,0.029,12.004,0.032,11.984,0.029,11.937,0.034,11.926,0.029,11.862,0.038,11.885,0.043,9.883,,YSG
2MASS_J05323000-6711465,83.125009,-67.196257,12.623,0.01,12.614,0.01,12.546,0.01,10.893,0.173,12.109,0.024,12.114,0.028,12.076,0.029,11.939,0.032,11.94,0.034,11.943,0.038,11.965,0.046,9.486,,YSG
2MASS_J05315298-6712152,82.970736,-67.204257,12.283,0.01,12.594,0.01,12.576,0.01,10.888,0.121,12.332,0.026,12.32,0.028,12.317,0.032,12.152,0.032,12.181,0.027,12.176,0.034,12.274,0.051,9.664,,YSG
2MASS_J05340302-6700596,83.512574,-67.016577,11.415,0.042,11.622,0.064,11.798,0.118,10.196,0.085,11.79,0.022,11.78,0.021,11.774,0.019,11.747,0.026,11.698,0.024,11.692,0.037,11.7,0.039,9.936,,YSG
2MASS_J05334489-6700006,83.437047,-67.000207,12.826,0.022,12.556,0.126,12.482,0.077,10.883,0.129,11.983,0.028,11.93,0.028,11.85,0.027,11.863,0.028,11.798,0.023,11.791,0.033,11.82,0.04,9.624,,YSG
2MASS_J05321914-6659524,83.079714,-66.997932,,,11.526,0.044,12.445,0.159,14.171,0.232,11.345,0.024,11.284,0.024,11.265,0.023,11.168,0.027,11.141,0.022,11.094,0.03,11.095,0.033,9.747,,YSG
2MASS_J05314410-6700101,82.93374,-67.002855,11.611,0.024,12.153,0.101,12.227,0.028,10.836,0.119,12.275,0.024,12.242,0.027,12.268,0.029,12.222,0.023,12.168,0.025,12.176,0.04,12.118,0.043,9.742,,YSG
2MASS_J05300709-6715431,82.529497,-67.262018,10.365,0.07,12.979,0.193,11.36,0.038,,,11.283,0.026,11.253,0.025,11.217,0.023,11.159,0.024,11.129,0.027,11.101,0.027,11.063,0.033,9.408,,YSG
2MASS_J05282004-6702194,82.083526,-67.038752,12.423,0.01,12.344,0.01,12.276,0.01,,,11.706,0.022,11.651,0.024,11.589,0.023,11.499,0.026,11.463,0.027,11.481,0.03,11.467,0.032,9.334,,YSG
2MASS_J05304939-6709121,82.705784,-67.153393,13.065,0.099,10.946,0.101,12.31,0.056,10.517,0.101,11.876,0.022,11.861,0.024,11.771,0.025,11.683,0.028,11.656,0.028,11.674,0.031,11.637,0.039,9.602,,YSG
2MASS_J05305168-6701414,82.715269,-67.028224,13.256,0.186,12.794,0.066,12.378,0.168,10.842,0.535,11.445,0.026,11.217,0.03,11.074,0.023,11.028,0.029,10.978,0.033,11.004,0.033,10.951,0.033,9.78,,YSG
2MASS_J05301488-6658549,82.561977,-66.981957,11.89,0.022,12.164,0.034,12.174,0.138,10.459,0.106,12.049,0.024,12.029,0.024,12.019,0.025,11.969,0.03,11.915,0.024,11.841,0.038,11.885,0.043,9.702,,YSG
2MASS_J05302547-6657340,82.606127,-66.959474,12.634,0.034,12.309,0.088,12.328,0.053,10.437,0.114,11.822,0.024,11.771,0.028,11.724,0.029,11.635,0.024,11.653,0.028,11.606,0.029,11.585,0.037,9.808,,YSG
2MASS_J05284917-6659362,82.204866,-66.993438,10.819,0.105,11.382,0.042,11.385,0.16,9.607,0.064,11.507,0.024,11.481,0.024,11.476,0.023,11.379,0.029,11.342,0.036,11.32,0.033,11.321,0.033,9.903,,YSG
2MASS_J05305398-6653154,82.72487,-66.887657,11.935,0.023,12.189,0.035,12.212,0.038,,,12.014,0.022,12.013,0.026,12.009,0.024,11.921,0.035,11.887,0.025,11.894,0.035,11.885,0.035,9.229,,YSG
2MASS_J05305231-6649594,82.717899,-66.833188,12.065,0.019,12.309,0.058,12.421,0.057,10.78,0.144,12.298,0.026,12.323,0.026,12.288,0.027,12.216,0.023,12.19,0.027,12.204,0.043,12.194,0.048,9.353,,YSG
2MASS_J05305506-6647012,82.729392,-66.783721,12.252,0.021,12.209,0.032,12.218,0.079,10.426,0.123,11.896,0.022,11.872,0.026,11.798,0.024,11.763,0.027,11.698,0.023,11.679,0.034,11.652,0.041,9.641,,YSG
2MASS_J05264660-6641588,81.694126,-66.699683,11.935,0.134,12.446,0.081,12.311,0.172,11.508,0.136,12.342,0.024,12.325,0.021,12.304,0.026,12.234,0.049,12.227,0.027,12.226,0.037,12.296,0.047,9.725,,YSG
2MASS_J05261498-6640023,81.562383,-66.667338,11.907,0.15,12.276,0.093,12.354,0.059,11.159,0.117,12.321,0.024,12.306,0.023,12.313,0.021,12.252,0.027,12.227,0.025,12.212,0.036,12.204,0.044,9.676,,YSG
2MASS_J05350023-6701126,83.751049,-67.020132,11.081,0.099,10.894,0.054,10.926,0.06,9.063,0.071,10.396,0.024,10.31,0.024,10.29,0.023,10.166,0.027,10.126,0.025,10.12,0.028,10.098,0.029,9.587,,YSG
2MASS_J05343847-6659034,83.660342,-66.984238,16.7,0.037,15.092,0.037,13.484,0.052,10.223,0.096,10.885,0.023,10.171,0.021,9.98,0.019,9.842,0.023,10.029,0.022,9.901,0.026,9.826,0.027,9.697,0.457,YSG
2MASS_J05343435-6658234,83.643176,-66.973135,10.575,0.116,10.71,0.138,10.868,0.043,10.043,0.281,10.483,0.022,10.43,0.021,10.416,0.023,10.227,0.03,10.189,0.018,10.19,0.03,10.122,0.025,9.077,,YSG
2MASS_J05360114-6650418,84.004756,-66.844935,15.229,0.025,14.014,0.031,12.713,0.073,9.81,0.078,10.614,0.023,10.127,0.027,9.957,0.023,9.896,0.029,10.016,0.022,9.945,0.027,9.829,0.034,9.265,,YSG
2MASS_J05353110-6645242,83.879581,-66.756702,12.497,0.02,12.167,0.064,11.897,0.059,,,11.159,0.023,10.986,0.026,10.947,0.026,10.87,0.029,10.79,0.023,10.777,0.03,10.807,0.03,9.675,,YSG
2MASS_J05325789-6650341,83.241212,-66.84281,11.47,0.024,11.837,0.064,11.85,0.061,9.606,0.08,11.674,0.024,11.634,0.024,11.639,0.026,11.484,0.022,11.496,0.025,11.416,0.026,11.467,0.033,9.758,,YSG
2MASS_J05335751-6651171,83.489625,-66.854771,10.929,0.058,11.362,0.058,11.567,0.071,12.541,0.397,11.306,0.026,11.278,0.021,11.249,0.024,11.215,0.023,11.107,0.03,11.138,0.028,11.182,0.036,9.258,,YSG
2MASS_J05324490-6652292,83.18707,-66.874793,12.603,0.11,12.428,0.073,12.455,0.027,11.331,0.316,12.114,0.024,12.038,0.021,12.016,0.024,11.986,0.035,11.944,0.025,11.927,0.035,11.924,0.046,9.284,,YSG
2MASS_J05322171-6643340,83.09042,-66.726141,12.094,0.065,12.085,0.133,12.068,0.054,10.467,0.097,11.861,0.022,11.866,0.026,11.78,0.023,11.718,0.025,11.734,0.026,11.666,0.036,11.758,0.043,8.993,,YSG
2MASS_J05322128-6641190,83.08864,-66.688669,11.758,0.024,11.989,0.132,12.077,0.019,,,11.879,0.024,11.876,0.024,11.826,0.032,11.73,0.028,11.707,0.027,11.674,0.036,11.676,0.043,9.398,,YSG
2MASS_J05320373-6639287,83.015528,-66.658002,13.099,0.061,11.937,0.099,11.767,0.245,11.426,0.11,12.014,0.024,11.917,0.024,11.873,0.027,11.753,0.028,11.731,0.023,11.701,0.034,11.716,0.045,9.775,,YSG
2MASS_J05354942-6642017,83.955908,-66.700444,13.861,0.146,13.568,0.03,12.659,0.059,11.596,0.445,11.388,0.023,11.104,0.026,11.004,0.023,11.028,0.024,11.041,0.024,11.026,0.029,10.814,0.036,9.758,,YSG
2MASS_J05305705-6641198,82.737633,-66.688888,12.363,0.022,12.447,0.107,12.628,0.033,11.766,0.176,12.399,0.024,12.383,0.03,12.354,0.031,12.348,0.035,12.3,0.023,12.334,0.053,12.317,0.041,9.714,,YSG
2MASS_J05312962-6641595,82.873399,-66.699899,12.31,0.025,12.468,0.087,12.46,0.148,11.28,0.189,12.223,0.026,12.257,0.026,12.184,0.03,12.097,0.033,12.103,0.026,12.057,0.039,12.071,0.056,9.587,,YSG
2MASS_J05302968-6637217,82.623625,-66.622724,13.169,0.115,11.885,0.143,11.448,0.142,10.763,0.117,11.498,0.024,11.248,0.022,11.207,0.019,11.111,0.029,11.106,0.03,11.043,0.029,11.067,0.036,9.51,,YSG
2MASS_J05221844-6654590,80.576819,-66.916435,13.091,0.021,12.49,0.071,11.849,0.217,,,11.128,0.023,10.878,0.025,10.798,0.026,10.681,0.028,10.626,0.023,10.611,0.024,10.603,0.027,9.736,,YSG
2MASS_J05241374-6625290,81.057216,-66.424765,,,11.434,0.146,11.285,0.204,10.826,0.136,11.922,0.026,11.815,0.024,11.739,0.023,11.589,0.022,11.591,0.023,11.557,0.037,11.563,0.044,9.165,,YSG
2MASS_J05262598-6612114,81.608316,-66.203246,,,10.91,0.11,10.444,0.139,10.036,0.164,11.166,0.023,10.996,0.025,10.89,0.019,10.78,0.025,10.74,0.022,10.697,0.031,10.702,0.033,9.518,,YSG
2MASS_J05085559-6916215,77.231639,-69.272668,12.993,,12.714,,12.486,,11.995,0.11,11.755,0.023,11.664,0.025,11.605,0.026,11.534,0.032,11.491,0.021,11.481,0.034,11.501,0.035,9.622,,YSG
2MASS_J05074534-6909446,76.938922,-69.162455,15.853,0.07,14.984,0.02,13.496,0.01,12.185,0.041,10.883,0.021,10.207,0.021,10.024,0.021,9.869,0.022,10.06,0.017,9.945,0.023,9.833,0.022,9.637,,YSG
2MASS_J05045214-6903464,76.217263,-69.062902,13.923,0.01,13.434,0.01,12.786,0.01,12.073,0.089,11.45,0.025,11.15,0.026,11.061,0.028,10.96,0.03,10.884,0.025,10.845,0.041,10.884,0.034,9.597,,YSG
2MASS_J05090871-6859074,77.286167,-68.985435,13.653,0.01,13.074,,12.406,,11.661,0.185,11.128,0.023,10.833,0.024,10.771,0.021,10.674,0.022,10.626,0.018,10.601,0.022,10.6,0.024,9.565,,YSG
2MASS_J05062746-6830403,76.61436,-68.511252,11.903,0.01,12.254,,12.006,,11.544,0.05,11.02,0.021,10.868,0.025,10.674,0.02,10.43,0.019,10.233,0.021,10.13,0.023,9.932,0.036,8.039,0.12,YSG
2MASS_J05032398-6855320,75.849858,-68.925655,12.753,0.01,12.674,0.01,12.556,0.01,12.382,0.09,12.07,0.023,11.986,0.028,11.929,0.025,11.889,0.031,11.808,0.037,11.581,0.042,,,7.754,0.143,YSG
2MASS_J05004782-6837461,75.199216,-68.629471,12.403,,12.744,,12.666,,12.405,0.129,12.295,0.024,12.248,0.023,12.223,0.03,12.135,0.033,12.082,0.033,12.069,0.037,12.045,0.048,9.496,,YSG
2MASS_J05000756-6826599,75.031586,-68.449985,14.033,0.01,13.324,0.01,12.286,0.01,11.401,0.238,10.03,0.023,9.628,0.027,9.426,0.021,9.198,0.034,9.187,0.015,9.049,0.023,8.31,0.02,6.717,0.047,YSG
2MASS_J05031360-6833353,75.806625,-68.559838,11.361,0.048,11.603,0.198,11.41,0.17,11.629,0.136,11.527,0.025,11.506,0.025,11.47,0.026,11.384,0.022,11.342,0.02,11.333,0.024,11.321,0.031,9.594,,YSG
2MASS_J05013273-6813144,75.38635,-68.220685,11.993,,12.754,,12.606,,11.884,0.259,12.119,0.024,12.0,0.025,11.981,0.027,11.848,0.021,11.773,0.018,11.733,0.028,11.75,0.038,8.638,0.194,YSG
2MASS_J05013223-6810430,75.384322,-68.178615,10.822,0.06,11.728,0.092,11.443,0.214,,,11.343,0.023,11.265,0.024,11.251,0.026,11.111,0.022,11.004,0.027,11.004,0.025,10.869,0.033,9.213,,YSG
2MASS_J05093397-6824413,77.391539,-68.411499,12.147,0.049,12.293,0.259,12.238,0.184,12.39,0.208,12.285,0.021,12.281,0.021,12.276,0.032,12.249,0.036,12.195,0.027,12.141,0.039,12.228,0.042,9.229,,YSG
2MASS_J05102138-6825171,77.589029,-68.421449,10.908,0.055,11.735,0.32,11.587,0.203,11.579,0.338,11.66,0.023,11.674,0.026,11.651,0.026,11.582,0.029,11.543,0.03,11.518,0.031,11.501,0.039,9.834,,YSG
2MASS_J05071891-6825376,76.828771,-68.42711,13.249,0.103,12.905,0.168,12.651,0.148,12.445,0.219,12.109,0.023,11.956,0.025,11.948,0.026,11.765,0.032,11.792,0.027,11.738,0.036,11.758,0.039,9.961,,YSG
2MASS_J05061651-6822068,76.568776,-68.368579,16.543,0.13,15.072,0.024,13.46,0.043,12.013,0.35,11.128,0.026,10.477,0.03,10.285,0.023,10.166,0.024,10.335,0.024,10.218,0.029,10.143,0.029,9.724,,YSG
2MASS_J05055395-6810505,76.474842,-68.180707,11.482,0.051,11.776,0.091,12.017,0.082,11.654,0.045,11.656,0.022,11.567,0.026,11.389,0.019,10.942,0.026,10.594,0.024,10.389,0.029,10.028,0.031,5.117,0.028,YSG
2MASS_J05045017-6807523,76.208972,-68.131216,11.068,0.054,11.988,0.051,12.039,0.035,11.98,0.108,12.059,0.022,12.022,0.024,11.975,0.023,11.846,0.028,11.808,0.027,11.738,0.033,11.708,0.041,9.469,,YSG
2MASS_J04570805-6825123,74.283592,-68.420099,10.319,0.118,11.48,0.038,11.132,0.269,,,11.427,0.024,11.444,0.025,11.41,0.026,11.261,0.032,11.232,0.025,11.18,0.036,11.217,0.085,4.244,0.041,YSG
2MASS_J04562741-6756006,74.114182,-67.933538,13.113,,12.804,,12.546,,12.004,0.069,11.717,0.023,11.548,0.025,11.507,0.023,11.365,0.034,11.342,0.024,11.32,0.034,11.332,0.035,9.399,0.411,YSG
2MASS_J04533459-6704429,73.39428,-67.078521,11.997,0.168,11.999,0.165,12.079,0.06,11.783,0.206,11.804,0.021,11.717,0.025,11.694,0.026,11.637,0.027,11.583,0.026,11.569,0.029,11.57,0.037,9.589,,YSG
