D4000_N,log_sqrd_OIII,Target_class
1.2223462,1.1464020601980462,0
1.6952343,-0.4776915784082151,2
1.1665164,0.7774589220869981,0
1.9044476,-0.5366241188038583,2
1.9880419,-0.6351781302140399,2
1.9353824,-1.9813601844213784,2
1.7595183,-0.5439230818441998,2
1.2437431,0.5667731726477399,0
1.3279688,-0.016792504743460165,0
1.7476766,-2.8421579135445203,2
1.3310165,1.3232119454639184,0
1.3935962,0.2782842870695203,0
1.2424226,1.8984986034407405,0
1.1759768,1.4656871691009048,0
1.1761974,1.1717620718413546,0
1.1851819,1.1617527596997799,0
1.1642766,2.585496059908566,0
1.9115393,-1.0232118513351551,2
1.5429131,2.6204502101821716,1
1.3618575,1.1622956898311396,0
1.2706089,1.1663616923890527,0
1.2546829,0.8221340522575666,0
1.9277996,-2.5262585362013708,2
1.7787501,-0.800344073253932,2
1.1655008,2.2895443268254367,0
1.890045,-0.3382414542112156,2
1.3155911,0.38369072289685524,0
1.3481686,0.6231553848719956,0
1.3268839,0.5297149011460601,0
1.120683,3.275138432280919,0
1.9058527,-0.6745105835260121,2
1.4492407,-0.16175763038276172,2
1.7812272,-0.4693668370120462,2
1.5953604,-1.1414217721171256,2
1.196842,1.4691486436551402,0
1.2011747,1.6403835101931719,0
1.9911197,-0.9495501129097466,2
1.2769518,0.8333706311291693,0
1.0576719,3.703553491702932,0
1.2926266,2.2743167630427,0
1.9107223,-1.2108536775637277,2
1.2951418,1.448540431082968,0
1.9565042,-0.6543546183196739,2
1.228413,0.8829748199234838,0
1.1878773,2.522029143518433,0
1.8198653,-0.4654920037528222,2
1.8349553,-0.8857612242106959,2
1.9639744,-0.31877772257370973,2
1.239951,1.4226916952766675,0
1.1595805,1.2090138496847924,0
1.3426105,0.16859562255341798,0
1.1156727,1.9798743818835494,0
1.2685382,0.6920813967534423,0
1.8783954,-0.47676096966779524,2
1.8637674,-0.02404105204105078,2
1.1434842,3.015128891928369,0
1.4082897,2.5330995923091653,1
1.9504471,-0.7547916525614002,2
1.7867374,-0.07000379152195091,2
1.8153799,-1.6823386509981635,2
1.4841558,2.149613140407752,1
1.9529787,-0.3901638445272011,2
1.1784734,2.269476596889047,0
1.216041,1.713593192772993,0
1.8246508,-1.5687340190021746,2
1.2026862,2.4278417321442425,0
1.8559345,-0.054032083667455634,2
1.8073677,-1.5158039243785908,2
1.795137,-1.1262474162858258,2
1.2161549,0.5573935921825939,0
1.2005136,0.20924609212085526,0
1.1498638,2.2139765064600216,0
1.2776337,0.15187428033376807,0
1.8345152,-1.3065408572688946,2
1.2376109,1.0482576313431566,0
1.6990337,-1.6788620510244776,2
1.8990892,-0.6631032926341697,2
1.2649674,1.7057081276060742,0
1.1770277,1.6412379922480296,0
1.138158,2.7908526958832907,0
1.2727937,0.8588746854020708,0
1.2610289,1.765678603181803,0
1.1811426,1.6055389698314064,0
1.222723,0.7454733343796094,0
1.2539757,0.6136406473156049,0
1.724599,-2.6445611299565592,2
1.2131528,1.3654082151573257,0
1.9667287,-0.16281236082267117,2
1.2253748,0.4655362697087132,0
1.4838307,0.568661330760459,2
1.8656886,-0.707311432774997,2
1.2152578,0.5126418085741007,0
1.0592765,3.23479555987129,0
1.1921521,1.870271782210419,0
1.158196,2.3026612971481035,0
1.3319325,0.033860531293857875,0
1.7795441,-0.2639101800992964,2
1.276764,1.0121435602497466,0
1.9198545,-0.5594343354479294,2
1.3273225,0.6759965011019449,0
1.2826114,0.47801437893076226,0
1.1486986,3.157531786361069,0
1.3734894,0.7755237573153241,0
2.06336,0.05340956619616398,2
1.7945013,1.324215338076815,1
1.8607143,-0.7190155010470588,2
1.2801588,1.8723940084230786,0
1.1959444,0.4872928575534048,0
1.7936776,0.058638556271745614,2
1.1563379,1.8832711826100896,0
1.208295,1.9801846587475325,0
1.1892445,2.61817937626971,0
1.1104088,2.2244291955524496,0
0.8349043,4.934750954973524,0
1.3073744,0.013157289404462376,0
1.7029555,-0.5403652772119262,2
1.4499662,-0.08032510101353145,0
1.8460364,-2.850890808745103,2
1.1643468,2.1712260423633887,0
1.0898945,2.940846651110997,0
1.2258743,0.49203196982987596,0
1.9471147,-0.5578185565133866,2
1.1998285,2.8967690583026244,0
1.9655205,-0.2985923787867194,2
1.313996,2.3240280126265755,1
1.7805889,-0.17811641327136962,2
1.9455526,0.32832053190525506,2
1.2605706,1.7080988328018982,0
1.1473563,2.7604814368984196,0
1.2455082,1.1987975422410715,0
1.2269984,0.26805423869743716,0
1.1541569,2.5524777101591782,0
1.074043,2.2541856777937417,0
1.194399,1.2854608735326476,0
1.2170625,2.1488941935396784,0
1.8445513,-0.9550014665251401,2
1.2377567,0.9364930006926885,0
1.2358006,0.6821163945253873,0
1.2785509,1.069314608684722,0
1.23141,0.3956927981133453,0
1.2775471,0.6183634796642576,0
1.7397033,-0.6540915271487859,2
1.6792934,0.28556256153325915,2
2.009188,-1.3626672884508415,2
2.0924582,-0.6079535652085939,2
1.4865111,-0.0833127552064654,0
1.8796875,-1.2209234682248753,2
1.1533868,0.6720586578879089,0
1.4794819,-0.24403258616393156,2
1.159996,2.113710342603401,0
1.0450816,3.178843594296968,0
2.0035212,-0.27421481124103314,2
1.2287027,1.2517173605894403,0
1.9180728,-0.11092026611764641,2
1.4988252,-0.15675765926473434,0
1.2083173,1.3300940682306415,0
1.0954479,3.1071940520055725,0
1.3090361,0.4049757622613166,0
1.1828862,1.4990685350979323,0
1.1946357,0.895444309130613,0
1.1957015,1.776135238369755,0
1.3175962,1.1521460830806705,0
1.7642297,-0.6816271806851157,2
1.1228008,2.752698369394576,0
1.0530646,2.634487207071305,0
1.2287772,0.39227579154740144,0
1.4907963,0.41862105260454063,0
1.3636718,3.163970593157318,1
1.1599807,2.3175545729044003,0
1.3140509,1.745602624961953,0
1.7841845,-0.5790852260284223,2
1.8341606,-0.2271195148895069,2
1.3001093,0.39344894153677,0
1.6594436,-1.3458522761683613,2
1.80848,-1.014438446701262,2
1.9354,0.03996818986189524,2
1.3701557,0.9881173534581973,0
1.8842506,-2.3438324311268817,2
1.768397,-1.1071990845217667,2
1.20019,1.325758173532518,0
1.1963106,2.8657137131015085,0
1.3054692,1.0601921914467456,0
1.2053494,1.5156728641923405,0
1.2682476,1.7723296513208135,0
1.1786286,1.8033124090377644,0
1.747647,-1.792536468527284,2
1.1355777,3.4838905862622247,0
1.2494678,1.4429013383648601,0
1.1409593,2.6283145150234053,0
1.2570056,0.5592244408170297,0
1.9607911,-2.8156432863187404,2
1.2404325,1.3138628786473316,0
1.1431457,2.906791238476668,0
1.2716974,0.5282516464967209,0
1.3046075,0.506775126895882,0
1.3707745,0.6566232396348164,0
1.9280916,-0.4738783557621461,2
1.3573203,-0.1291575909663227,0
1.8742597,-1.2121837550554155,2
1.1886785,2.6568789660288568,0
1.1005157,3.0804464071442212,0
1.2534205,1.7229443190265021,0
1.9371842,-1.272287361409863,2
1.2983688,0.6968784407524874,0
1.2572324,0.5439706823787487,0
1.2400459,3.2302793993727628,1
2.0316586,-2.447963799442423,2
1.2081013,1.3710760223815017,0
1.1647115,1.5422624347806466,0
1.9429212,-0.06694487552538557,2
1.2140894,1.3399947236844503,0
1.7313461,-4.446806873870251,2
0.93250144,4.282249272788269,0
1.2176983,1.0830221486611935,0
1.3347101,0.7115897471169613,0
1.2086686,1.662790234051622,0
1.7562689,-1.1682057438392874,2
1.0359409,3.6928194718643885,0
1.8905008,-1.2384388554921921,2
1.9401016,-1.689896459833121,2
1.929936,-0.48603764361890434,2
1.907727,-0.05599222440876604,2
1.2262985,0.24474701350933445,0
1.2534132,0.8441312912999761,0
1.7766678,-0.5354578109546544,2
1.2022861,1.4196745044254613,0
1.997752,-1.5145333198487019,2
1.1139315,2.5037826053280043,0
1.0300845,4.313371798496155,0
1.9279525,0.34240072196000176,2
1.1843717,1.5306456878767989,0
1.9343388,-1.0501530281601044,2
1.681843,-0.5187457324241902,2
1.2367585,1.4320824850529652,0
1.9217356,-2.288435001323017,2
1.0346234,4.188728682526331,0
1.2421201,0.8357156387711749,0
1.2462754,3.1093158532623044,0
1.8410174,-1.1103243389758504,2
1.645635,-1.4287273851711402,2
1.7812442,-0.5985054689445248,2
1.1402754,1.9248075305708696,0
1.9510204,-2.1929972649111344,2
1.2968804,0.6188397337879629,0
1.952357,-0.05790090330627433,2
1.9233551,-1.1644963136533408,2
1.1715639,1.8682173476687292,0
1.6491791,-1.0821890233636038,2
1.1661885,1.2920359676280506,0
1.2246242,1.3133337215654188,0
1.1472591,1.8649914650446489,0
1.6027852,-2.0288249162705267,2
1.1399657,2.0241198026224816,0
1.1814002,1.073337615039301,0
1.3293768,1.217853751267592,0
1.2718446,1.0531786249801258,0
1.1268343,2.344887087819567,0
1.333257,0.9045512472067415,0
1.5000154,1.7930426247184081,1
1.7283161,-0.304943149045765,2
2.050913,-3.6748931110373735,2
1.3779725,1.279668467670262,0
1.962498,0.3223702814837458,2
1.1880269,1.0684931757307157,0
1.2031673,1.284561464508557,0
2.0384753,0.7062085405178574,2
1.9954001,-1.424367975673213,2
1.2364078,0.8213911904155481,0
1.2677745,0.04358997233035363,0
2.0141056,-0.42116751731646435,2
1.1334192,1.8865087018921052,0
1.2608871,0.8024834025513126,0
1.2012694,0.8113628089188589,0
1.9474214,-1.46396894248766,2
1.1612096,1.5176691198208325,0
1.2056943,2.632233528064712,0
1.2145764,2.063727055940423,0
1.1842906,2.337566079789516,0
1.3839986,0.16098571898453173,0
1.2406821,2.2981166030499813,0
1.1134255,2.3821437227920117,0
1.2632821,0.7345113724450998,0
1.2620844,0.9601875863375992,0
1.9406593,-0.5603383444560344,2
1.7692548,-1.8853216856731467,2
1.9297873,-1.1268333776279211,2
1.1845341,2.0526653983706944,0
1.2033793,1.8721425614458542,0
1.2935237,0.8406556216325097,0
1.2036022,1.1925850418642114,0
1.2069935,1.467415108445689,0
1.2450534,1.6520630014682174,0
1.1246674,1.7631221560665697,0
1.8902037,-0.34199102182105207,2
1.812152,-0.825070634453368,2
1.2939229,0.5577586448703629,0
1.8833071,-2.659953466959307,2
1.1866784,0.5272853434148341,0
1.3403854,1.4624568182849473,0
1.3926494,-0.22746285064196559,0
1.3721963,0.039641875841254726,0
1.7882594,-0.6038397107642721,2
1.4034944,1.8876083483704416,0
1.8191118,1.7993954460822272,1
1.6575712,-0.7839386891027779,2
1.9272748,-2.2312772187465675,2
2.1038208,-1.2152066120441491,2
1.3845348,0.640222084822264,0
1.2777189,1.0744007909466808,0
1.1724079,1.346018946646474,0
1.1924238,1.6639914284203416,0
1.2967519,0.24669251856182456,0
1.1974411,1.1211949537217107,0
1.8267522,-0.36866097687812394,2
1.25163,0.4921924085558559,0
1.2491863,1.2205186830458765,0
1.7820255,0.06426864180824157,2
2.0682476,-0.46127862962370286,2
1.2318308,1.32635727696436,0
1.1056925,2.438733967955019,0
1.9115145,-0.26562642964089317,2
1.23032,1.4495545114973027,0
1.6585262,-1.1952016007323234,2
1.1846136,1.733711490016511,0
1.1475706,2.809375312534708,0
1.101774,2.6715773620109866,0
1.2217565,-0.0205508178497041,0
1.9749014,-0.7681427383180414,2
1.2103693,0.6679904962044844,0
1.9005799,-0.5568505233401306,2
1.2154665,1.364883155003532,0
1.2117025,-0.01606851942616338,0
1.2849221,0.46031098934553344,0
2.0004113,-0.7500212227362975,2
1.3110123,0.208792018346139,0
1.9184195,-3.476790892302381,2
1.1834071,1.1774718479860304,0
1.3070242,0.18863152217963666,0
1.75171,-1.1853929462996327,2
1.4859325,1.7253257356784488,1
1.2363765,1.4794733931560324,0
1.9048761,-1.7225768726649633,2
1.2431446,2.3974800695521497,0
1.2489991,1.558527766727749,0
1.3327032,0.7685268543439981,0
1.6880934,0.20328913945435031,2
1.1953106,1.4292789311657548,0
1.322547,0.20562061649389718,0
1.3716359,1.0734618282566093,0
1.2194698,1.1508006169709288,0
1.214417,1.2421303592161939,0
1.1832185,1.8022365777135192,0
1.2120279,2.0485768506151296,0
1.1852425,1.930966625919416,0
1.8863649,-0.6337458620103895,2
1.8734182,-0.528923077000401,2
2.0294464,-0.4259256646158438,2
1.4544151,0.9147963973984282,0
0.97930956,4.305395956645206,0
1.9140007,-0.27838192913069654,2
1.6708653,-0.03474862040648913,2
1.1427052,0.7311822351676582,0
1.4942206,2.489172872326379,1
1.2827438,-0.0005784991358420772,0
1.8696508,-2.3856486534939187,2
1.1905267,0.784523826948279,0
1.9122349,0.3601133617229698,2
1.306288,-0.1748316029392013,0
1.8782473,-1.7883466427764731,2
2.0329795,-0.6776951683747205,2
1.8386309,-1.2614669185965186,2
1.3674606,0.3692965661573784,0
1.9181247,-2.8184351066226037,2
1.9270705,-0.9579074329817977,2
1.2560847,2.5531763355599697,1
1.340086,0.779043836430762,0
1.8771584,-0.8228264995098495,2
1.6126547,-0.5090996774911932,2
1.2665793,0.8283804883004372,0
1.1802574,1.947032838969146,0
1.6138511,-0.06444812059728124,2
0.8091134,5.230452686854832,0
1.2047733,1.3153909562108195,0
2.0049825,-0.9962259399961679,2
1.4313046,0.4790318432158852,0
1.2026685,1.2616870006702214,0
1.2060344,1.6066066881696082,0
1.2317493,2.2897494949070425,0
1.867891,-1.2839042737051232,2
1.1773142,3.587986118706022,0
1.8447776,-1.3323119917377455,2
1.2739549,0.05088406422017739,0
1.8671075,-0.20390830783990516,2
1.9161636,-2.6731994924945806,2
1.9311718,-0.786721150209187,2
1.1855056,2.242263808467841,0
1.2018083,1.2988486750542234,0
1.1753548,1.3141782057067777,0
1.366726,1.0929777830628744,0
1.1549592,2.8116548762014717,0
1.1380945,2.7807560111957095,0
1.2104998,0.2550039922509459,0
1.174842,0.2837684535754857,0
1.9275455,-1.0506614058686314,2
1.8333074,0.7295322015064634,2
1.3175919,1.0441432215029591,0
1.2776769,1.3601506786879263,0
1.8387132,-0.5245856646888635,2
1.2204238,1.512677889227196,0
1.1732059,1.3278544918810269,0
1.7764976,-0.8123720865476416,2
1.1615857,2.025010526302052,0
1.0575426,2.852206641980276,0
1.9905894,-1.1037686404099964,2
1.3106134,1.9685307050623413,0
1.8907702,-0.6293869805029143,2
2.0160418,-0.9378158867056301,2
1.3092998,0.2954518041531305,0
1.7805148,0.44291851213221,2
1.2682706,0.5517570318475478,0
1.2309864,1.0682276899919263,0
1.2406597,1.633836211959745,0
1.88496,-2.922871206244433,2
1.9860094,-0.24402971028969803,2
1.8688768,-3.001096814613097,2
1.4663905,2.8565994271789443,1
1.4688957,0.6241615446450782,0
1.8968588,-1.5949439758995403,2
1.8083302,-1.8548464350099314,2
1.1975429,2.715122081073122,0
1.1900263,2.7217156193966345,0
1.1483011,1.1984975584424837,0
1.2002844,2.431668625357526,0
1.707005,-1.2762059085580963,2
1.3029286,2.356017718474401,1
1.2797123,1.2031079866406018,0
1.856661,-1.8848116308610583,2
1.1012284,2.2851364945045365,0
1.129132,2.267998543806868,0
1.8927788,0.009283890729971902,2
1.8357635,-1.8403062578961211,2
1.2021625,0.7018241944810857,0
1.2329625,1.0321364528575545,0
1.3627807,0.8622982427938595,0
1.0755913,2.840924480024982,0
1.25062,1.9491197723163474,0
1.8757114,-1.2659558114022358,2
1.1926521,1.5553024689375514,0
1.1510454,2.257956078283829,0
1.2647071,0.8525200271890285,0
0.9804009,3.7994038061125464,0
1.5772301,2.4879107525442796,1
1.246555,1.102717646319353,0
1.9699264,-0.7299592944702441,2
1.695823,2.1884793989744966,1
1.1346856,1.5139453782240502,0
1.1297112,2.4725154534537648,0
1.9441893,-0.30189468415204496,2
1.1980102,0.5695632296145506,0
1.945652,0.338635956564898,2
1.1263703,2.474354747765158,0
1.0830443,1.0069811516839335,0
1.2057341,1.992952068055699,0
1.2996389,0.16256294886097766,0
1.2886424,1.0627285729845863,0
1.071577,2.933664594575906,0
1.7999228,-2.0968878631971593,2
1.9060394,-0.639873562365348,2
1.8710635,-0.3382757649224562,2
1.2252942,1.9086785961353852,0
1.2685827,0.5302197172954332,0
1.8648667,-0.22554721111483472,2
1.8529402,-0.08177729790020867,2
1.9512187,-1.6146910584690357,2
1.2171067,1.6342576130943967,0
1.268382,0.8590792024635018,0
1.2328353,1.6522999749518308,0
1.8798598,-2.0095079168126864,2
1.1623324,1.5636269458146281,0
1.7797912,-0.43319465346561886,2
1.9380845,-0.8919878894485811,2
2.0533593,-0.38715848511418244,2
1.2111045,1.2016042098395274,0
1.2095842,1.4503714103414584,0
1.9639175,-0.19696976148242143,2
1.2051251,0.2568371189902917,0
1.1202625,2.8821648067123413,0
1.1106972,2.2591697640963084,0
1.2932216,0.7920966587659393,0
1.1779791,2.589681716930575,0
1.3219717,0.2517085468202803,0
1.8527809,-0.33190027468465144,2
1.1799735,1.4724853580218034,0
1.9530257,-2.1712621644115386,2
1.7691731,-0.3392263872956244,2
1.3237604,1.7251339410683861,0
1.9793142,-1.5210806991332462,2
1.2327415,2.370452497379169,0
1.1811903,1.4023219125737632,0
1.7699813,1.9110372814636032,1
1.2256869,0.7928965773576103,0
1.3314278,1.4577034025007398,0
1.1908822,1.7251822840237754,0
1.8607228,0.1873386050154844,2
1.1275368,2.589287487139769,0
1.149176,1.5292080236330925,0
1.2249475,0.5773024406170438,0
1.1854501,2.5470427916527907,0
1.2721299,1.5897668045339528,0
1.2065264,1.2069786852981448,0
1.8515815,-0.6993463247324783,2
1.2469075,1.1379733763597037,0
1.159301,2.0893335145595384,0
1.926596,-0.24559436082247263,2
1.2768686,1.442736533386479,0
1.9290107,-1.2697599468831609,2
1.2094903,2.855689903220572,0
1.1853561,1.426871825272973,0
1.9868191,-1.5301511330144022,2
1.2958564,1.9163363115752516,0
1.32908,0.23202800346771174,0
1.2137861,1.9577037054508515,0
1.1513871,1.93407185538275,0
1.2069864,0.6585527639254509,0
1.1358484,2.7451393174893424,0
1.7924532,-0.49070362816809976,2
1.3970537,0.599467121998161,0
1.1932976,0.3255542815730663,0
1.1121331,2.726087997833741,0
1.1771206,1.66939265286427,0
1.8392072,-0.03995860491689847,2
1.3960311,0.08118925433088102,0
1.43443,2.6960035667210276,1
1.8835955,-1.2067142633077181,2
1.8795694,-3.329911055463316,2
1.264492,1.1741954113792992,0
1.5695381,-0.319401738815462,2
1.1742145,0.9181360057562944,0
1.8366345,-0.5352538197384799,2
1.965805,-2.406303435109281,2
1.8489697,-0.7972529729941125,2
1.1892729,2.0776432144012875,0
1.415571,1.3756019132213102,0
1.7093359,-3.3091014214700083,2
1.2207798,0.3226165502980623,0
1.29085,1.0685542485647872,0
1.9169767,-1.4670210173339324,2
1.9152042,-1.1033018133540466,2
1.7669255,-1.3557911206433164,2
1.184422,0.454561627967899,0
1.3687568,0.5495661667019736,0
1.7713331,-0.6290949269501122,2
1.3968848,0.23565877314872447,0
1.9081609,0.1567736935566408,2
1.1594324,1.5585829236465207,0
1.8488587,-0.8180005940175452,2
1.8965276,-1.563426759075906,2
1.9261712,-0.24569279475082292,2
1.1511273,1.671105560027907,0
2.0125833,-1.1346818315228724,2
1.7807345,-2.0785617502808957,2
1.2966576,-0.025712639500874154,0
1.2296443,0.6307115865486667,0
1.2811313,0.8317079775744319,0
1.9836301,0.039118920442534594,2
1.8626568,-2.5628022162790978,2
1.2733884,2.374076377180585,0
1.8827658,-1.2909724455819822,2
1.8172513,-0.8214009244376339,2
1.723072,0.01827204883916481,2
1.9704949,-0.6896961699479531,2
1.2555048,0.5567580638240798,0
1.9340656,-0.8006814472399332,2
1.3674103,0.9814482321031787,0
1.9898708,-0.5498080952604479,2
1.8419523,-0.3774274969733112,2
1.9900512,-0.9239753359922787,2
1.2543645,0.5571133218054455,0
1.389514,1.1645633889602254,0
1.170475,2.228816265366545,0
1.3266323,2.3055798188865495,1
1.8867455,-0.2294213187825834,2
1.8175479,-0.6104380789900196,2
1.2537926,1.6342947993563008,0
1.8164854,-5.086279337716779,2
1.2314563,1.2968110921560672,0
1.9362339,-1.1715764734824783,2
1.2905344,1.2712838476909953,0
1.0359178,3.750918831451482,0
1.6773868,-0.6140761655801301,2
1.9824477,-1.3725973730192498,2
1.2502183,3.221957483446873,1
1.142838,2.448400262611058,0
1.1482177,2.1817096481988014,0
1.335784,0.40677314645666235,0
1.9706846,-0.9346773335723151,2
1.6692377,-0.389782760256437,2
1.2016047,1.050529553144912,0
1.1921769,1.819394838704658,0
1.8734012,2.050472581265255,1
1.0919024,2.257753718409058,0
1.1760288,1.8413507914865894,0
1.0689956,2.614026035859205,0
1.3468513,0.7293402853217241,0
1.3263869,1.0816814301815962,0
1.322625,0.6584476431366406,0
1.2396482,0.8242142429612851,0
1.1713055,1.7920150754724407,0
1.7439966,0.3911989411352113,2
1.7289416,-0.6486131112372457,2
1.2618794,1.1963419423690076,0
1.1007793,3.3298169733099097,0
1.9827704,-1.6210015742896615,2
1.169989,1.8040255597463193,0
1.1837733,2.338345415189466,0
1.1881503,1.7266772863319915,0
1.2033877,2.1727597436694586,0
2.047467,-1.3395256430429554,2
2.0763907,-0.8499768994538834,2
1.2262354,1.1539887485586695,0
1.1974423,2.2603091862158116,0
1.3494382,0.744256334801049,0
1.1881627,1.7807675168500403,0
1.2177821,1.7496022599284262,0
1.1861863,2.9941365088218057,0
1.245027,1.8009705141541068,0
1.3536012,-2.992024182584629,2
1.2019551,2.34586720918983,0
1.0814816,2.5894342371394194,0
