log_sqred_OIII_5007_EQW,D4000_N,log(OIII_5007/H_BETA),log(NII_6584/H_ALPHA),Target_class
0.6662056520966896,1.401288,-0.4902342,-0.3890031,SF
0.40722290385272986,1.3069763,-0.4757027,-0.38885897,SF
2.987392342959207,1.1583414,0.3823233,-1.040616,SF
0.7183324585966491,1.2568083,-0.55054474,-0.48222643,SF
2.349679724712902,1.10229,0.10361922,-0.7340102,SF
-0.7099216115858085,1.8171605,-0.12717031,-0.098176345,PASS
0.9425180994240089,1.2610723,-0.47224993,-0.44487038,SF
0.5188412086059809,1.5918297,0.4489656,0.34193048,PASS
1.7161061368729151,1.201345,0.14906622,-0.8596277,SF
0.7640975150567351,1.2425655,-0.256081,-0.55988085,SF
1.9796255292585847,1.2048022,0.074921966,-0.7095828,SF
1.0212694834496705,1.259776,-0.2848354,-0.4271853,SF
4.015735877871156,1.0265383,0.58689666,-1.2134806,SF
-0.1364846307187548,1.3442812,-0.5602478,-0.26960698,SF
2.9691597806654726,1.0730007,0.25121212,-0.87012863,SF
1.5242107038800898,1.2146934,-0.14616384,-0.59624034,SF
1.3785005485286375,1.2079865,-0.1236186,-0.5724789,SF
2.6507437745445475,1.4978482,0.7307327,-0.10703804,AGN
-0.23038016863086164,2.0287325,-0.21009786,-0.24920386,PASS
1.21166671393298,1.7265474,0.09286039,-0.61029154,SF
0.9088818309728718,1.2664104,-0.34811836,-0.501527,SF
0.19365511743360583,1.2309852,-0.81666374,-0.37475845,SF
2.263174459570424,1.2028351,0.09544468,-0.7703663,SF
0.7706471012155501,1.2585026,-0.4085118,-0.36381954,SF
-0.5401228758121823,1.9159522,-0.15244628,-0.6968357,PASS
-0.375716201245406,1.8557688,-0.013147294,-0.20541793,PASS
-0.33928992749665077,1.9110447,-0.053477783,0.14724,PASS
2.7831100693740543,1.0569983,0.117492184,-0.8133793,SF
0.772993079831123,1.2492648,-0.53701335,-0.44156468,SF
-0.30917206525108987,1.6873676,-0.12999097,-0.3288827,PASS
0.684626410150193,1.2142756,-0.5817861,-0.4763308,SF
0.7426638139105577,1.3022847,-0.50074756,-0.4846326,SF
0.6717641969176168,1.2396935,-0.49689424,-0.52918094,SF
1.3230198917224336,1.1806792,-0.20909369,-0.5714585,SF
2.716601514686387,1.116852,0.24351667,-0.8892231,SF
1.6100618677985505,1.1592969,-0.2840228,-0.5382609,SF
-0.9848067053531567,1.9758154,-0.09217724,0.22007774,PASS
0.6025682277276009,1.2975551,-0.6295131,-0.39226407,SF
1.3009002541537462,1.4273759,-0.018126579,-0.4922139,SF
-0.07157961913977547,1.8486218,0.241784,-0.044355284,PASS
-0.24604746144236692,1.9977075,-0.15855743,-0.15793721,PASS
0.4432194874482828,1.1849258,-0.69661,-0.33228686,SF
-0.21899040908033732,2.0233457,-0.20515084,0.0647185,PASS
1.1851649220343223,1.3014835,-0.19691764,-0.63727885,SF
1.559495089274844,1.2028644,-0.10199879,-0.5938339,SF
1.7488452255482454,1.1541476,0.06910726,-0.70666426,SF
0.7709266879257335,1.1891274,-0.552861,-0.5469427,SF
0.15847974369105883,1.985988,0.06801532,-0.10565288,PASS
1.1777944460166352,1.2122015,-0.5887611,-0.4458872,SF
1.2982777902261693,1.214603,-0.49708042,-0.36414564,SF
1.6300005949275131,1.1460698,-0.35564098,-0.5322168,SF
1.2585842804108243,1.1804839,-0.37193286,-0.54400444,SF
2.7866545902841318,1.1208844,0.14067827,-0.75445366,SF
0.00803908350986961,1.7344114,-0.023646291,-0.11223324,PASS
3.3804263711526734,1.0149285,0.3716266,-0.9616103,SF
0.6806491563393497,1.2986945,-0.5012511,-0.38828197,SF
-1.494023358923987,1.9768496,-0.8091521,-0.58011425,PASS
-0.2785166343572784,1.8885971,-0.055534393,-0.14244413,PASS
1.757740549268036,1.2671643,0.04695358,-0.66832787,SF
-1.3452350447631158,1.8575836,-0.3613298,-0.017456628,PASS
0.4817159236909925,1.2250619,-0.5708209,-0.5112312,SF
0.6046851089156855,1.3262633,-0.4587359,-0.25741136,SF
-0.017934784813299524,1.9074447,0.07000732,0.10805206,PASS
0.436593575427361,1.3793849,-0.5502473,-0.3057845,SF
1.3976382779515377,1.2473984,-0.25752273,-0.3593282,SF
1.1697439600837742,1.2173816,-0.4548359,-0.37449777,SF
2.6655113640018677,1.1372406,0.2559746,-0.90666837,SF
0.06154964214657728,1.4036382,-0.63011485,-0.34616482,SF
0.6611893563416473,1.1938022,-0.6953864,-0.35311225,SF
0.7820770267441606,1.2851037,-0.4158712,-0.5057693,SF
0.4929700793139512,1.2614939,-0.557709,-0.38672018,SF
0.6249865804102404,1.230434,-0.65939033,-0.43761608,SF
0.33091429308786563,1.2828877,-0.49069998,-0.46587133,SF
1.023945178611716,1.1633537,-0.5918271,-0.45808983,SF
1.948078476927694,1.193308,-0.021046761,-0.6178197,SF
2.5330995923091653,1.4082897,0.6988849,-0.058005083,AGN
1.1488529853935185,1.2180848,-0.4997371,-0.5054671,SF
1.57437241709377,1.2658421,0.10860479,-0.7429222,SF
0.33662276116883133,1.2739018,-0.68580985,-0.4419362,SF
-0.44066659733404395,1.5698123,0.05974851,-0.014030525,PASS
0.4625316538427715,1.2070663,-0.74555993,-0.4648501,SF
-0.7031619750682431,1.3253331,-0.8136245,-0.4076906,SF
0.29593907258906293,1.3637415,-0.582358,-0.38125673,SF
0.956794839382977,1.2082868,-0.49223095,-0.51335424,SF
1.2700929151907732,1.218696,-0.40436646,-0.4464515,SF
2.423650567366481,1.1988534,0.22833514,-0.9143971,SF
-0.2379871447146664,1.9814843,0.010440306,-0.06666843,PASS
1.7902690796877907,1.2171592,-0.01444042,-0.6528322,SF
1.9213448368117965,1.1561567,-0.40672046,-0.283268,SF
1.06739844182922,1.1508272,-0.47642857,-0.5465343,SF
-0.07542663203766932,1.7995639,0.052670307,-0.06159217,PASS
0.54556253291948,1.2354136,-0.4753261,-0.4893328,SF
-0.08386057909895386,1.2796791,-0.53259873,-0.44697058,SF
0.06778692863338409,1.3076305,-0.742836,-0.34792757,SF
2.178001676292909,1.1512815,-0.08910377,-0.64961165,SF
2.4410114603066386,1.4346086,0.40394098,-0.22628225,AGN
0.7620976057131282,1.2215573,-0.39247632,-0.49318337,SF
1.7866948078583023,1.3061156,-0.15525852,-0.5180842,SF
-0.01847430267762784,1.6503202,0.106624424,-0.28983068,PASS
4.947975670137102,0.87876135,0.57808477,-1.2554176,SF
0.7870778280735456,1.20341,-0.34581345,-0.52533495,SF
-0.8425274870145152,1.8950777,-0.21301238,-0.29690504,PASS
1.897554438617524,1.1365825,0.15119694,-0.7952081,SF
1.0487244682541919,1.1493338,-0.41303542,-0.49379998,SF
1.2036039309712474,1.2287594,-0.2860348,-0.54065335,SF
-1.4193671345982883,1.8974457,-0.32307315,0.11636681,PASS
1.8725343403300605,1.1802582,0.11288372,-0.80825377,SF
0.5146508581902881,1.2444762,-0.7704748,-0.34632412,SF
1.9050115443860425,1.2222428,0.060999174,-0.75894266,SF
2.154937561442301,1.1165376,0.11126727,-0.79448617,SF
1.4869807242996904,1.1919225,-0.2949299,-0.5491072,SF
1.9193520965088102,1.1435509,0.098786645,-0.7497861,SF
1.0633980460243375,1.2656864,-0.28355172,-0.5695047,SF
3.033606807125038,1.1258621,0.3178482,-0.9675554,SF
0.25423494100797844,1.370959,-0.6377547,-0.4309469,SF
2.1093546262617506,1.1628896,-0.0044351695,-0.6922,SF
0.9043551694856555,1.2158015,-0.4496902,-0.4631533,SF
1.4208975848008474,1.2394942,-0.2588563,-0.49984753,SF
0.18515449541094636,1.2643666,-0.70827156,-0.4259124,SF
2.050044176277446,1.2289432,-0.011830953,-0.710046,SF
0.9420766169582993,1.1552128,-0.58903503,-0.39782703,SF
1.0854402764566848,1.3189822,-0.1823461,-0.5782331,SF
1.1170556656676325,1.2237025,-0.49919012,-0.3871647,SF
2.1032177031716834,1.2103449,0.15264775,-0.8599861,SF
1.9778697114417536,1.1788821,0.08609123,-0.751031,SF
-0.4867039014430527,1.9409487,-0.29264688,-0.432764,PASS
0.169057399058881,1.9223334,0.15852897,0.21415995,PASS
1.6868803734762043,1.2128812,-0.101260774,-0.5738362,SF
1.7046776499781795,1.3042486,-0.0514612,-0.70881546,SF
0.9814482321031787,1.3674103,-0.16628158,-0.4143173,SF
2.948911985155215,0.95403594,0.14170295,-0.73878866,SF
-3.812507671964159,1.9112968,-0.9330853,-1.0307184,PASS
-1.8186398186007557,1.9936794,-0.69274545,0.16732918,PASS
0.9496713364603415,1.2254003,-0.39510146,-0.51533043,SF
-1.256308271521391,1.8416307,-0.772512,-0.39905056,PASS
3.02989572592902,1.1637747,0.1698493,-0.72463745,SF
0.25820562281249015,1.9408464,0.5920609,-0.5107071,PASS
0.4135017591559029,1.2655694,-0.5794007,-0.4895568,SF
2.8813885154657237,1.2703713,0.31660044,-1.1053755,SF
0.7089931113694917,1.1584632,-0.7485105,-0.41300347,SF
1.0239652720628425,1.1767825,-0.61138844,-0.48148018,SF
1.6678836003166424,1.3107361,-0.0111013735,-0.81107783,SF
2.1259076284242755,1.1315681,0.13465677,-0.73770595,SF
1.9168740326103848,1.2553658,-0.020964006,-0.5275696,SF
2.590083825839228,1.1249866,0.112887666,-0.6278882,SF
0.8349910495410058,1.2555044,-0.30544597,-0.47179937,SF
0.17088079294397518,1.5077952,0.0672216,-0.14456801,PASS
1.0199029422732644,1.1782182,-0.36817235,-0.49805596,SF
0.24239201425227722,1.4383283,-0.43473643,-0.43039167,SF
1.8713975533628395,1.2564853,-0.15778442,-0.62167126,SF
1.692668198557436,1.2098094,-0.14000878,-0.53643346,SF
0.8698490891060593,1.2252216,-0.53557676,-0.50591797,SF
0.6193224963473764,1.291174,-0.41847646,-0.5462967,SF
1.723519606338764,1.1909117,-0.24823248,-0.38556653,SF
1.4088264397257897,1.216744,-0.26223823,-0.59414744,SF
2.041351650025406,1.603556,0.5178268,-0.03119212,AGN
0.848875552888152,1.1526624,-0.5945455,-0.45876998,SF
2.3629819611651675,1.1719533,0.20837288,-0.9519989,SF
1.7647703086090836,1.1888556,-0.13046153,-0.6249709,SF
1.386132955182049,1.2978574,-0.044521682,-0.6320104,SF
-0.27765359026664027,1.8038945,-0.1532636,-0.11040669,PASS
2.052484305809631,1.1810988,0.049925383,-0.7451454,SF
0.7782569704865703,1.1908681,-0.55990124,-0.4527194,SF
-0.5835881811876935,1.8694512,-0.02270572,-0.06931945,PASS
0.24481339295947926,1.2907337,-0.70110893,-0.4113681,SF
1.3813263655702586,1.4464154,0.5577475,0.24313116,AGN
2.0920619330652164,1.1993848,0.18172947,-0.85613126,SF
2.328833194415101,1.1601124,-0.0008730788,-0.6602245,SF
0.7986057459042993,1.189734,-0.6372155,-0.38967997,SF
-0.25045212484547447,1.8825288,-0.15031905,-0.24604851,PASS
-0.011615923043789077,2.27753,-0.1189149,0.056444194,PASS
0.9418510337879803,1.2003493,-0.5308452,-0.4594936,SF
0.16416349212574516,1.9421606,0.016483098,-0.3258211,PASS
1.4684581145401707,1.2116369,-0.2894447,-0.5484044,SF
1.757331981294973,1.1423981,0.15671976,-0.8605006,SF
2.2078329038139453,1.1976217,-0.060896877,-0.47577098,SF
1.937866521028711,1.1998825,-0.0058085765,-0.6926244,SF
2.3458924650569983,1.1870508,0.10378884,-0.72097206,SF
2.3967585390824704,1.1416162,0.055067874,-0.62132037,SF
-0.012741874137861205,1.9646498,0.06235152,0.1416038,PASS
1.67145430425863,1.2253553,-0.013510182,-0.767986,SF
0.934547125231192,1.2153585,-0.49001062,-0.4622432,SF
0.02338240084744018,1.351726,-0.7403351,-0.42580023,SF
0.9241227881899808,1.2398701,-0.57895535,-0.33331946,SF
0.09006388622936602,1.3155599,-0.7823095,-0.47401196,SF
-0.4745736732137994,1.7663169,0.040287323,-0.10614453,PASS
1.015813351567171,1.2042727,-0.31884864,-0.55050445,SF
0.505148821724845,1.2886293,-0.5866033,-0.4667129,SF
2.248662118815161,1.1102483,0.0037656194,-0.67715514,SF
-1.3330468887225368,1.9025658,-0.5000224,-0.079814166,PASS
0.8221340522575666,1.2546829,-0.2799859,-0.6110229,SF
1.8883907010997178,1.2003915,0.007993602,-0.70228493,SF
-0.1589459455008579,1.1918081,-0.86387336,-0.50130665,SF
3.5044455833261887,1.0846866,0.398399,-0.967677,SF
0.5653833610232797,1.2246754,-0.5803039,-0.48005098,SF
1.9508074096812829,1.1936282,-0.1333934,-0.6910432,SF
3.0670848986095978,1.0848083,0.0867597,-0.66553867,SF
1.6139257959153512,1.7064745,0.5053495,0.0075066034,AGN
2.0819516776784535,1.178859,0.024936737,-0.6699868,SF
1.861253662302881,1.1806853,-0.16223478,-0.6006874,SF
0.010371324420376046,1.2835735,-0.8031403,-0.44119853,SF
1.4762827327376564,1.2101449,-0.16214092,-0.56856114,SF
-0.013862049655685417,1.838551,-0.07310738,-0.07918949,PASS
0.3340822012460952,1.2275904,-0.6003308,-0.5006155,SF
2.19300282064433,1.2505901,0.21910177,-0.8341063,SF
2.0355035887610846,1.1040914,-0.12354046,-0.6252067,SF
2.597756913595685,1.1119585,0.25775403,-0.7596928,SF
1.0860069770417715,1.2480282,-0.34474337,-0.5015644,SF
2.4844122239854913,1.2017238,0.040533796,-0.64879155,SF
1.0865754462188,1.256028,-0.3065527,-0.5301511,SF
-0.09875542514902207,1.990131,0.0751128,0.016814282,PASS
0.06164261074255064,1.3558466,-0.59461755,-0.2560214,SF
1.101134577068132,1.3063753,-0.33250076,-0.44919288,SF
1.2297394056340898,1.1428721,-0.2083208,-0.5668045,SF
1.8006948476089357,1.2410406,-0.1261538,-0.5565181,SF
2.311841301246965,1.120063,0.04583588,-0.6419294,SF
1.0286664173408722,1.3754947,-0.3142055,-0.35695988,SF
1.7673740758073595,1.1807004,-0.040567696,-0.6316044,SF
0.9574461750248625,1.2071568,-0.56172955,-0.5045562,SF
0.9635966352383655,1.3180234,-0.197021,-0.4711904,SF
1.329875856332018,1.2093742,-0.583902,-0.33727688,SF
0.09641694538301565,1.6642882,0.0950272,-0.086084545,PASS
1.7840259844069313,1.2066141,-0.16574414,-0.52289104,SF
-0.21727470910604266,1.6682897,0.05035713,-0.30964056,PASS
-1.9616907040618237,1.779366,-0.5729937,-0.14159377,PASS
0.6535703693151339,1.2490218,-0.6031698,-0.43309897,SF
1.6401131482589664,1.2856554,-0.13027002,-0.5885089,SF
-0.3533548182240185,2.2559566,-0.10058586,0.103648536,PASS
-0.39765174989273466,1.6546042,-0.18689053,-0.4049849,PASS
0.1751276515418555,1.2451241,-0.61674845,-0.48481506,SF
-0.16573567910054143,1.8040493,0.07432004,0.20855096,PASS
1.8685775556018733,1.2693402,0.06175952,-0.63697374,SF
-0.20067684308562458,1.8967468,-0.030627511,-0.038312,PASS
1.5157397601291924,1.1444004,-0.19327395,-0.63421077,SF
-0.5755829318714598,1.9083884,0.18518662,0.030962294,PASS
0.31300732017034905,1.9561477,0.08422047,-0.056459162,PASS
2.115570010438082,1.1937374,0.09532145,-0.63225824,SF
0.7333924865106005,1.2860682,-0.6103976,-0.35337391,SF
0.7187465066424582,1.3080784,-0.47688589,-0.3291734,SF
1.0487580712461795,1.3953662,-0.15688027,-0.4217795,SF
-0.46876763402565136,2.0161643,-0.4834872,-0.2672126,PASS
2.4875318231282852,1.1778541,0.17252621,-0.80841595,SF
1.7602711277785308,1.197864,0.023182504,-0.74391794,SF
0.895369115556722,1.2947717,-0.38897547,-0.48352724,SF
-1.8549254052915407,2.0453773,-0.9607271,-0.29379028,PASS
0.5658496255825827,1.3757429,-0.46652532,-0.40683836,SF
2.2886478516916444,1.6628807,0.82722914,-0.07619125,AGN
1.6941622943400647,1.1902597,-0.112988256,-0.6554982,SF
4.344717902937184,1.0679843,0.64579016,-1.2220811,SF
2.552881878308143,1.1224359,0.22530715,-0.78551155,SF
1.2303997035311174,1.210663,-0.27866027,-0.57310474,SF
1.0485205372087973,1.2391412,-0.31179303,-0.42517072,SF
0.5457058761289731,1.3070624,-0.42254215,-0.3836829,SF
1.1745334951081092,1.1655271,-0.5554936,-0.48287833,SF
1.6937373350424239,1.1733507,-0.04775222,-0.7076516,SF
2.3907046358097963,1.1435472,0.3297008,-1.0000063,SF
1.9491327121147455,1.2099085,0.0896979,-0.7414658,SF
0.9383950161797249,1.2872853,-0.2765376,-0.45467377,SF
0.5107896283159843,1.2287971,-0.6839861,-0.43618143,SF
1.10342138318342,1.2002617,-0.36102858,-0.519272,SF
0.44932692171598754,1.1819582,-0.81121707,-0.46215492,SF
0.436644751114438,1.2322828,-0.38473338,-0.38741982,SF
0.9869315217474695,1.2144248,-0.47498024,-0.4223239,SF
1.8511170344364598,1.172571,0.04064517,-0.7402474,SF
-0.6733877369462298,1.9307865,0.038265686,-0.016990442,PASS
-0.1799199829777639,1.6255192,0.11120047,0.08926655,PASS
-0.7622028295265135,1.9680254,-0.15152863,-0.13354997,PASS
2.375732766343374,1.1881304,-0.026752539,-0.5288042,SF
2.8218817029186622,1.1647741,0.22657463,-0.80018795,SF
0.10477719504395167,1.3353881,-0.8228958,-0.4771439,SF
4.337812317029601,1.049058,0.60837513,-1.3210391,SF
0.2480507133324274,1.2623558,-0.43794903,-0.42272198,SF
2.63111887725509,1.0821153,0.17116347,-0.84723145,SF
0.1587333004208504,1.6979191,0.20195289,0.11539788,PASS
0.46716057570721514,1.3068128,-0.25667936,-0.6312791,SF
0.12490876886139039,2.010096,0.03578476,-0.13719289,PASS
-0.18539448509736445,1.9010203,-0.08071414,0.22805543,PASS
0.8524344809264104,1.2022083,-0.43697703,-0.48682958,SF
-0.18722625228042203,1.9288894,0.24661396,-0.28209117,PASS
1.0028076421129573,1.1978487,-0.39304537,-0.39886817,SF
0.0025405517146247277,1.8884332,0.015523942,-0.13007882,PASS
1.2456777901495926,1.1691782,-0.18689841,-0.5497773,SF
1.6319091420054976,1.1840693,-0.25857094,-0.45906943,SF
3.1141117573422314,1.123452,0.37585378,-0.9887055,SF
4.274777099368596,0.97553563,0.56807923,-1.274399,SF
0.9315731449631607,1.3443456,-0.33289814,-0.40046093,SF
-1.071751106897146,1.891161,-0.5407333,0.28540543,PASS
2.2865000108651925,1.2152982,0.24569742,-1.039541,SF
-0.570168893890248,1.9761317,-0.22508238,0.06827598,PASS
0.7746058463005401,1.2744737,-0.61890286,-0.422199,SF
1.8968336588345571,1.1453158,0.07524948,-0.83722585,SF
0.7661610714840079,1.2489246,-0.56099725,-0.4284233,SF
0.40143928612896007,1.2461152,-0.43476546,-0.40982258,SF
0.30417826984474045,1.3184828,-0.6608287,-0.30142686,SF
0.11574723636972327,1.8246316,0.0430552,-0.10264613,PASS
0.8245066942058834,1.2638894,-0.46602115,-0.4590888,SF
-0.9579929013811872,1.8087147,-0.29399377,0.00989775,PASS
0.8167079053063301,1.296378,-0.28495798,-0.54834056,SF
0.823119215137429,1.2602551,-0.43623424,-0.48784152,SF
2.2633375249840464,1.1982651,0.22160706,-0.70759666,SF
1.5379017459662738,1.1346856,-0.015066948,-0.6725669,SF
0.19757850128658674,1.8187366,0.23519626,0.11810129,PASS
0.3734712613796951,1.2417427,-0.7008687,-0.4436528,SF
3.238458345124163,1.0491248,0.48216212,-1.123236,SF
0.20162418915327435,1.9123358,0.14449982,-0.14390834,PASS
0.9365580984503477,1.2530099,-0.361581,-0.4014664,SF
0.21575186233301827,1.3033609,-0.64407223,-0.38846746,SF
1.2709464421560834,1.1096578,-0.49341175,-0.5409367,SF
1.5309260191960445,1.2244402,-0.24693969,-0.44553852,SF
1.31071777797949,1.2767376,-0.35141325,-0.37769607,SF
1.0615411348254784,1.2494556,-0.34582517,-0.50186986,SF
1.3964260423224035,1.1803904,-0.20733397,-0.52662516,SF
0.7220602020181525,1.3139634,-0.47169805,-0.4796499,SF
0.28102369091026147,1.3357224,-0.39227903,-0.3003833,SF
1.4996814383166663,1.191352,-0.3652469,-0.43727642,SF
2.3172588816463078,1.104865,0.0751708,-0.70947444,SF
2.0545742602433523,1.0999382,-0.019826094,-0.63202226,SF
-0.8756679837091955,1.6603101,-0.25791654,-0.14580627,PASS
1.7450564152461874,1.2458848,-0.13908003,-0.501544,SF
-0.9290616599796725,1.8440981,-0.47460428,-0.15540303,PASS
0.5442880884223668,1.2257553,-0.4217174,-0.53861123,SF
-0.41160793976839466,1.6310818,-0.38946164,-0.20665589,PASS
0.9201580998647415,1.236485,-0.44984734,-0.50922704,SF
2.768052577103568,1.1616561,0.18329224,-0.83256125,SF
1.7742651105733818,1.2554368,0.016262982,-0.7537766,SF
1.5624573810105948,1.2580706,-0.15938385,-0.49622363,SF
1.4758882182068016,1.2033355,-0.26930165,-0.5215722,SF
3.305954317830524,1.0772319,0.412948,-1.0400059,SF
0.7147643210257862,1.2332822,-0.5627229,-0.4945053,SF
2.70981664407834,1.1506311,0.37355843,-0.97404647,SF
1.5495909635735166,1.1680137,-0.02727679,-0.65448004,SF
1.5430970057116382,1.1366721,-0.42683774,-0.42200598,SF
3.0312018938146728,1.1809953,0.11727338,-0.76285475,SF
0.6063599634902589,1.246885,-0.50081724,-0.5004209,SF
2.5838612548593245,1.1396027,0.074045174,-0.68704426,SF
1.890577842826179,1.1904129,-0.09631814,-0.603102,SF
1.7024530801421114,1.2765911,0.05369487,-0.76473796,SF
0.6114353125657151,1.2580861,-0.4779654,-0.46957096,SF
0.7172764683111392,1.3931907,-0.58181095,-0.27378914,SF
-0.616642510475582,1.7890799,0.3173431,-0.47634393,PASS
3.3600871170624123,1.2530571,0.6433829,-0.18714622,AGN
2.0506533562484806,1.1957445,0.030234495,-0.6759255,SF
0.25370132350136965,1.8241223,0.37484694,-0.28647736,PASS
0.8231811000433609,1.2678406,-0.38883716,-0.51857615,SF
2.4863656614781586,1.1441754,0.14354865,-0.72544175,SF
1.4644561058230876,1.1731409,-0.08089179,-0.64825946,SF
0.9919304098943185,1.2556874,-0.45393294,-0.33885154,SF
1.33168327911098,1.1510972,-0.46062464,-0.47866613,SF
-2.369991372605672,1.9385799,-0.713383,-0.05453331,PASS
2.400198756435456,1.1896884,0.14994301,-0.65436393,SF
2.474611733246321,1.1432279,0.0028542099,-0.7150837,SF
1.914597628174432,1.1924618,0.11281951,-0.8071927,SF
1.4789439567892972,1.1499264,-0.279386,-0.604839,SF
0.49169088363000424,1.4251401,-0.49343914,-0.3493568,SF
1.515459187422723,1.2099717,-0.05123465,-0.6316021,SF
0.8291915974160329,1.2362237,-0.57630193,-0.4801876,SF
1.1902316322479438,1.2990994,-0.38375783,-0.38358554,SF
1.9874293698105645,1.0915831,-0.23768929,-0.5483585,SF
1.883373112274362,1.0681071,0.044137847,-0.68657315,SF
1.3308161097181175,1.1278328,-0.1611347,-0.68085134,SF
1.2346083979484839,1.2735196,-0.36174786,-0.40560144,SF
1.4778837663653732,1.1933488,-0.20754556,-0.6149057,SF
0.3026912126298891,1.9144399,-0.015427421,0.027943218,PASS
2.33327476600443,1.5253656,0.6314022,0.034440905,AGN
2.2743105560168666,1.4038721,0.8941311,0.0074937292,AGN
1.8326903541264568,1.2175511,0.014154844,-0.6168024,SF
1.1994609277271122,1.2482332,-0.24972317,-0.52536416,SF
2.047106466057704,1.1564249,0.18372625,-0.85483015,SF
3.248734694835341,1.086046,0.39688972,-0.9592448,SF
0.015358516323520257,1.7527335,-0.12852024,-0.19341609,PASS
-1.069048789881123,1.9530773,-0.3604855,-0.10480238,PASS
1.2857387853634399,1.1655564,-0.28543004,-0.521404,SF
-0.7552681047327165,1.8199325,-0.05866115,-0.08787936,PASS
-0.1832423742997312,1.952049,-0.04824946,-0.12095602,PASS
0.24481417926017507,1.2330021,-0.86656547,-0.30905253,SF
2.1304452947506642,1.1720017,0.061690718,-0.7517521,SF
1.3051169131395635,1.1174136,-0.29057288,-0.57032144,SF
1.2213766549022143,1.3115672,-0.045524016,-0.683622,SF
2.006041344886438,1.5595937,0.5431644,0.038875274,AGN
-0.259864845388756,1.760581,-0.38502023,-0.21592034,PASS
-0.8857900750830843,1.792463,-0.10539353,-0.0007436412,PASS
-0.03440410408337514,1.5783182,0.23650573,-0.23655699,PASS
0.4139615834441516,1.3308146,-0.46756244,-0.3074964,SF
-0.20423646789876465,1.93923,0.120584026,0.3328015,PASS
0.8140912527492592,1.2460399,-0.4157185,-0.48613155,SF
1.6700413419764282,1.4259915,0.48926234,-0.06097152,AGN
0.7479818280309147,1.2519288,-0.5112878,-0.3866751,SF
2.078384867209433,1.1944948,-0.050150726,-0.5781984,SF
2.4889530575548533,1.336661,0.55688727,-0.10440471,AGN
0.24719425723041774,1.3082752,-0.6156625,-0.4278581,SF
2.421914365387321,1.205381,0.15045452,-0.7185333,SF
3.19077085906749,1.1003932,0.09730703,-0.7603344,SF
0.02876676505883716,1.6206043,-0.121204786,-0.23956245,PASS
0.7253363200593674,1.2154065,-0.5004343,-0.51513064,SF
-0.741091786181928,1.5822706,-0.20396155,-0.16481277,PASS
3.0058192577782727,1.0782036,-0.039150774,-0.5292724,SF
0.357811687454462,1.3958807,-0.58937657,-0.37955332,SF
2.1228709528539933,1.2263187,0.10757646,-0.75078017,SF
1.1252179505193451,1.2393376,-0.2877614,-0.55191696,SF
2.60759542181973,1.1678599,0.28885895,-0.8890928,SF
1.3606013918537203,1.2101372,-0.3090446,-0.43645495,SF
0.9712567108675934,1.2216964,-0.5451071,-0.37369055,SF
1.4143720776923412,1.1926692,-0.19862479,-0.61418325,SF
0.571997429696383,1.2328418,-0.6320683,-0.27336276,SF
-0.8779106816471614,1.9663073,-0.6660828,-0.6127014,PASS
2.545944404627074,1.1181724,0.08639018,-0.7036512,SF
2.862378510632249,1.4543693,0.77612835,0.009674168,AGN
0.30386825526197436,1.4468411,-0.55534816,-0.28641653,SF
0.0077843124067643425,1.763426,0.11518894,-0.06561868,PASS
2.7000523225608823,1.0584811,0.14412625,-0.6569081,SF
2.7725646343631953,1.1381385,0.20101315,-0.82052636,SF
2.220312284244988,1.1579307,-0.013677274,-0.6768179,SF
2.6374793620857373,1.1410432,0.31593478,-0.89353466,SF
1.4037492916130445,1.244272,-0.09947644,-0.50313514,SF
0.710208504507264,1.4965343,-0.029232798,0.23034625,PASS
2.8442255462666823,1.1309683,0.302935,-0.95458305,SF
2.148373099062598,1.1687194,-0.082194224,-0.67532384,SF
0.9168864225541676,1.2375789,-0.31037813,-0.61954236,SF
1.9516925170339228,1.0970671,-0.17663029,-0.4496351,SF
0.8706290950817642,1.2050273,-0.37838775,-0.573369,SF
1.3427908481890112,1.2770828,-0.16896173,-0.5765253,SF
0.0019255236195295075,1.4573799,-0.6068399,-0.20532721,SF
2.511878235635666,1.2601988,-0.086748935,-0.55722475,SF
1.9728968902921664,1.1155564,0.12849532,-0.6894358,SF
1.2965350220907845,1.2024069,-0.27297089,-0.56731266,SF
1.9253321779689618,1.2405542,0.08634936,-0.7903232,SF
2.869400739963599,1.1187505,0.40037876,-0.92065436,SF
1.1455733020023366,1.2043347,-0.35496008,-0.5405112,SF
1.1006251471010737,1.3671612,-0.25374782,-0.47334105,SF
0.5481820271851869,1.31836,-0.39022517,-0.31624827,SF
1.671105560027907,1.1511273,-0.1444272,-0.5677693,SF
-0.16577652939160756,1.7498128,0.10846189,-0.09576073,PASS
1.7906914399094984,1.1864703,-0.0836913,-0.72939503,SF
1.473783905531704,1.192265,-0.0465531,-0.6542565,SF
2.142601830952724,1.1190729,-0.06286992,-0.640211,SF
3.939507793530343,0.9958571,0.47023085,-1.0633818,SF
2.9696605032973253,1.1371634,0.33617455,-0.9604756,SF
1.0372433420554181,1.3578482,-0.37983173,-0.46515536,SF
1.9822361294933182,1.3862859,0.14971969,-0.8417083,SF
0.15312848866582,1.4459499,-0.4057954,-0.34591842,SF
2.3273671131173095,1.1252112,0.09719922,-0.77598476,SF
