log_sqred_OIII_5007_EQW,D4000_N,log(OIII_5007/H_BETA),log(NII_6584/H_ALPHA),Target_class
2.580930346888227,1.1285901,0.116786994,-0.6855297,SF
0.5571133218054455,1.2543645,-0.2777105,-0.46495378,SF
-0.538604565516675,1.9015015,0.03330861,0.043780666,PASS
1.4580751233349938,1.214194,-0.11795344,-0.661933,SF
0.6542253925238356,1.2707822,-0.5359035,-0.2707384,SF
1.0914532655894384,1.2488743,-0.46104187,-0.5380394,SF
-0.0031097494703008193,1.9562131,0.23461047,0.06808521,PASS
1.2513596602006705,1.1811417,-0.35734415,-0.49741668,SF
1.3916740967404921,1.415117,0.13267632,-0.6193499,SF
0.7709776747240706,1.2243062,-0.5628307,-0.27535307,SF
0.430317830020618,1.2910193,-0.58948934,-0.44737232,SF
1.6149823269279837,1.2317467,-0.1811194,-0.57357955,SF
0.9753548860291932,1.1669579,-0.48169488,-0.4885596,SF
0.6423088475729042,1.2576343,-0.40323812,-0.541859,SF
1.5228072375126145,1.2057736,-0.18546358,-0.5220091,SF
2.690000898926841,1.1406847,0.05790322,-0.6646526,SF
-0.5072143479394065,1.9115481,-0.14859112,-0.19242492,PASS
2.8786211042870646,1.1632135,0.32242385,-0.8734213,SF
1.9011818026397995,1.2349864,-0.0035888634,-0.6419062,SF
-0.2201840733532555,1.8841094,-0.034797244,0.006435023,PASS
1.5636269458146281,1.1623324,-0.25271127,-0.51013047,SF
2.0175124685287806,1.1786597,-0.016175648,-0.6885812,SF
1.0982963243289567,1.2306082,-0.42281157,-0.38173023,SF
1.6950870813900516,1.2104377,-0.258809,-0.5289368,SF
2.3422840591466194,1.1980417,0.020092994,-0.60947204,SF
1.0197148729369616,1.2487277,-0.37031347,-0.45769644,SF
0.5927105659687307,1.3275992,-0.5161754,-0.39647007,SF
1.4450518225043347,1.3091089,-0.12272233,-0.67216426,SF
-0.03029053312437716,1.8824661,0.026231475,-0.086561665,PASS
0.6143421024789618,1.288691,-0.70034474,-0.4172531,SF
2.5494131693218116,1.1583011,0.25492737,-0.89357656,SF
1.272399183255741,1.1449133,-0.4594692,-0.2524918,SF
1.9742001242364946,1.1405956,0.08154473,-0.8018062,SF
1.6147561167938425,1.2565544,0.09183164,-0.8367398,SF
2.4290523345742923,1.1524208,0.058807246,-0.6637091,SF
1.7483251908693676,1.1702038,0.14086415,-0.8528161,SF
-1.1824239980197557,1.6826291,-0.08747874,0.12471551,PASS
2.148031242386072,1.2105651,0.2799576,-0.862526,SF
1.8966598273806836,1.1294999,-0.14451636,-0.60429084,SF
4.11955595055718,1.0232205,0.5087543,-1.1783602,SF
0.6824137021483322,1.1572909,-0.63110065,-0.32277438,SF
1.0636010414668324,1.378794,-0.035194125,-0.5549596,SF
0.6366305558935687,1.3914502,-0.47391653,-0.3258096,SF
0.9478618701568642,1.2327448,-0.437119,-0.4378055,SF
1.0777138512280628,1.2092226,-0.5300627,-0.47976932,SF
0.34485117455729836,1.3802993,-0.54653776,-0.39921254,SF
-0.02997939166482907,1.8444587,0.00784211,-0.32284752,PASS
-0.6541242662394549,1.9430445,-0.28645673,-0.08534177,PASS
3.1555040226499127,1.2863184,0.67738235,-0.16559356,AGN
3.843878457845979,0.9654147,0.286721,-0.85202146,SF
2.040574113408333,1.5538372,0.5152025,-0.15709539,AGN
0.8946709948743716,1.255308,-0.30731246,-0.54330987,SF
1.5447631883004138,1.1934993,-0.14953004,-0.6482632,SF
1.2606822183404773,1.1960407,-0.29949477,-0.5039251,SF
1.0108185665439742,1.1948658,-0.2601361,-0.6167814,SF
-0.4106732515656057,1.6603421,-0.4835788,-0.44138396,PASS
2.3136097957527006,1.1722891,0.013930435,-0.65134096,SF
0.48257508996706844,1.3099979,-0.44906643,-0.54256797,SF
1.47314196377273,1.1866606,-0.20756753,-0.56353784,SF
0.7822613442482692,1.330761,-0.3322638,-0.46846336,SF
0.4659725630221565,1.2308142,-0.66773593,-0.46887285,SF
1.9215405131618934,1.1140338,-0.50544435,-0.41592598,SF
0.7794605302466486,1.2756824,-0.31283656,-0.441431,SF
2.7502625084239494,1.1567472,0.12474344,-0.6499156,SF
1.7533460672927543,1.1759094,-0.025784759,-0.6813897,SF
1.5251216764331292,1.2292676,-0.042247012,-0.64110297,SF
2.1092102537736928,1.1314918,0.046216972,-0.6409154,SF
0.5814223207077496,1.2285607,-0.5045965,-0.48483628,SF
3.12322419026059,1.0051209,0.36254194,-0.9538982,SF
0.5938289303137,1.2048672,-0.5847186,-0.47570533,SF
0.9871174574455984,1.2579657,-0.4816834,-0.41083258,SF
0.6022060757063229,1.2681789,-0.60229313,-0.45562178,SF
2.175615488680936,1.1816069,0.011010602,-0.6488239,SF
-0.17612464272432374,1.9001514,-0.0048564426,0.038859084,PASS
1.9161717927017423,1.1945945,0.06988048,-0.8179709,SF
0.9695767898463306,1.2791971,-0.35248294,-0.49072415,SF
0.8970231093338024,1.2867389,-0.51667356,-0.4208666,SF
0.15648938848859104,1.5203379,-0.4888331,-0.38398182,SF
-1.1327195078526857,1.7161045,-0.009584136,-0.35616362,PASS
1.3542754685731284,1.1848782,-0.15449235,-0.5674586,SF
2.7500603589260924,1.1461167,0.30867422,-0.8884727,SF
2.4564088913121758,1.1112719,0.058444105,-0.67530686,SF
2.8215892770786386,1.1305447,0.33337814,-0.79746604,SF
2.2799468501138094,1.0862339,0.29514444,-0.8930781,SF
0.4937269817178289,1.2668053,-0.5758903,-0.46760303,SF
-0.13950227817800614,1.3353229,-0.6309182,-0.3809458,SF
2.0362634328556304,1.1813173,0.010724159,-0.7353302,SF
1.2369008455937265,1.2905809,-0.2814783,-0.5228984,SF
1.5787069036749928,1.2285681,0.064670235,-0.7789984,SF
-0.7489714009502642,1.7659327,-0.08142661,-0.10718532,PASS
2.12419549726085,1.1592072,-0.08426814,-0.56348,SF
1.1276646368294212,1.3358335,-0.08111314,-0.43614125,SF
1.2447462974913523,1.2203816,-0.2242997,-0.5854368,SF
0.02216967298920486,1.9339849,-0.070489004,-0.028595602,PASS
2.881137880758302,1.1930611,0.3893929,-1.1336906,SF
1.9655191697976975,1.1599056,0.19269301,-0.94513476,SF
1.905675419907285,1.1233784,-0.2114173,-0.5519838,SF
1.4958115980290136,1.2419664,-0.19714415,-0.61732733,SF
1.6237010557977338,1.2168508,-0.15530013,-0.5744041,SF
0.8619719455847483,1.1723561,-0.51143354,-0.44137472,SF
2.708364064749549,1.1010815,0.38145614,-1.1380434,SF
1.603110892888819,1.1763787,-0.016337723,-0.6335194,SF
1.1035034068344052,1.3512517,-0.18123852,-0.4429336,SF
1.0308147245185113,1.2059691,-0.517818,-0.3201561,SF
2.805697918649626,1.0583376,0.05295124,-0.6338502,SF
0.9844116837109015,1.2920533,-0.5453868,-0.29528654,SF
0.5184642056783743,1.4435997,-0.6431646,-0.4511001,SF
1.4060818573981648,1.1832947,-0.33402973,-0.51418865,SF
0.00659200659257597,1.2686579,-0.8238839,-0.4322645,SF
0.9324965741764023,1.3572786,-0.6207946,-0.34515145,SF
-0.40891002391741693,1.6021692,-0.44795734,-0.34947062,PASS
2.6915791435965466,1.4169309,0.6689567,-0.40887433,AGN
2.934040882810489,1.118146,0.17264785,-0.7865014,SF
1.8365677269462977,1.1472195,-0.2794826,-0.526984,SF
1.495856451405061,1.2242597,-0.22844218,-0.54488146,SF
0.09684219663983545,1.891961,-0.07146617,-0.0075512067,PASS
1.3076024218705622,1.2446076,-0.32473812,-0.43457416,SF
2.2208713872314902,1.165113,0.032203455,-0.7004559,SF
1.3468290149739375,1.1678487,-0.44398403,-0.4232847,SF
1.618443997035717,1.1090516,-0.2843373,-0.5829022,SF
0.9701937417904651,1.2866869,-0.15457693,-0.6107877,SF
0.6566232396348164,1.3707745,-0.42215368,-0.39191413,SF
-0.24469376075191807,1.2856525,-0.765205,-0.569777,SF
-0.3327296533330312,1.672866,-0.104114875,-0.080108926,PASS
-2.8656296434689263,1.6261536,0.49439973,-0.20850879,PASS
2.9196874469691716,1.067204,0.25264436,-0.7891837,SF
1.171770771824289,1.1144658,-0.38066038,-0.48874775,SF
1.0725499205939484,1.2228326,-0.4133634,-0.48346978,SF
1.1408622827249455,1.2604685,-0.3792212,-0.45286202,SF
2.0391674108207125,1.1866633,0.0685542,-0.8008411,SF
1.6525657024380362,1.2176418,0.041586563,-0.7062704,SF
1.3334257465326558,1.1716715,-0.41894192,-0.53716195,SF
3.692060674921341,0.9952392,0.4886809,-1.191841,SF
1.6101899744473296,1.221832,0.05294565,-0.70003426,SF
1.1832424990434447,1.3857065,-0.23271652,-0.5501513,SF
-0.6612681701086165,1.8439387,-0.37354246,-0.64657056,PASS
1.0226338780390842,1.3381808,-0.45576268,-0.45848155,SF
1.8408484012982833,1.1862987,0.08714687,-0.8475718,SF
1.3576697778746536,1.2421409,-0.30757764,-0.5170984,SF
1.043246299762289,1.2385793,-0.40862334,-0.53609765,SF
1.2541579272214438,1.1761901,-0.312939,-0.50446856,SF
1.2969172766105947,1.161506,-0.36023495,-0.45953128,SF
1.4864768210918502,1.3317964,-0.058643192,-0.58553195,SF
1.7736998259577346,1.2698932,-0.16527657,-0.47934264,SF
1.8792333667866152,1.1563679,-0.056911226,-0.66555494,SF
0.13653317694711692,1.8226326,0.20778248,0.08113694,PASS
-0.37364561219807574,1.3991511,-0.6745188,-0.2864512,SF
2.355609166384588,1.1063894,0.06969646,-0.7592199,SF
0.2521135759110054,1.8756735,0.1705146,0.022868667,PASS
-0.2813970550796106,1.9425178,0.18550561,-0.1010886,PASS
-0.6371775753944635,2.0777483,-0.44717652,-0.4492097,PASS
1.4565844916910387,1.1515385,-0.22255094,-0.60306996,SF
0.27302404808560304,1.2315903,-0.3158325,-0.5743425,SF
2.6858609378192995,1.1199182,0.1513756,-0.65749854,SF
1.3970575953610953,1.310588,-0.1933703,-0.49477577,SF
1.511532323565087,1.1444628,-0.24571764,-0.50836396,SF
3.2491311065003567,1.0913154,0.26758283,-0.652362,SF
0.1530895291469887,1.4544561,-0.59856904,-0.38780412,SF
1.1804511059919711,1.2074238,-0.38258553,-0.52067184,SF
0.8432460181738592,1.3251529,-0.37882078,-0.4803565,SF
-0.29695723156257836,1.2657497,-0.7925071,-0.32613078,SF
0.11231368013000344,1.2920116,-0.82469267,-0.35851738,SF
0.8096781024561089,1.3161587,-0.1753421,-0.6006905,SF
0.803678877815356,1.2735169,-0.4310245,-0.4340964,SF
0.6258586257303768,1.3331965,-0.23929523,-0.5154041,SF
2.497557227826554,1.4930904,0.60066247,-0.32516918,AGN
3.501286426977639,1.0898604,0.49975526,-1.2304019,SF
3.3868735428429853,1.0219836,0.1496267,-0.7723284,SF
0.5830980727922778,1.3104818,-0.28250924,-0.5175658,SF
3.481521746768787,1.0016739,0.25502932,-0.78884727,SF
1.7164347482676954,1.2995232,0.040695947,-0.8415818,SF
1.0841086236795527,1.185187,-0.51138073,-0.5050293,SF
2.9813376960876914,1.2036177,0.24337944,-0.7795947,SF
3.0068953456471723,1.1455817,0.2883239,-0.8453553,SF
-0.009332743730541226,1.3705823,-0.6938618,-0.27191013,SF
2.3953947269534974,1.1382861,0.055583835,-0.7367602,SF
2.4142700104763875,1.1760205,0.008542196,-0.6243946,SF
0.6072162350681284,1.3933206,-0.3326225,-0.36597392,SF
-0.656371768945823,1.8817443,-0.10701628,-0.29772386,PASS
0.08103141979488404,1.2303406,-0.86647975,-0.3578985,SF
1.3200191171934146,1.2106793,-0.19274019,-0.48068976,SF
1.0822180558877426,1.242181,-0.19610563,-0.5275002,SF
2.343379439705328,1.184361,0.16181043,-0.7926091,SF
0.31715699974503214,1.9264817,0.119275786,0.0326513,PASS
1.3045087381798461,1.2293682,-0.049472943,-0.55969274,SF
0.2969327840896568,1.5528609,0.13807714,-0.14091532,PASS
2.2921824242986055,1.1331842,0.18285455,-0.833606,SF
1.2195976206255972,1.2362696,-0.16695519,-0.6160591,SF
0.16049724691486547,1.2872617,-0.82518506,-0.44477084,SF
-0.15592206177637638,1.9315879,0.15728424,-0.2948867,PASS
0.3581527844386178,1.2827356,-0.6601741,-0.48270386,SF
1.7807553979595672,1.1730046,0.027933603,-0.80321354,SF
0.8766699224756527,1.2402651,-0.4747451,-0.46706387,SF
1.399439028133443,1.1916833,-0.15722106,-0.64698124,SF
3.677480125687623,1.0511832,0.5480231,-1.1344788,SF
2.3926701679474616,1.1590401,0.1428457,-0.64111733,SF
2.2476065562287495,1.1615617,-0.10986075,-0.57837343,SF
0.6860932982579917,1.3190819,-0.48275048,-0.45278743,SF
-0.1330089739098119,1.3134823,-0.7042091,-0.4419362,SF
3.1577128349451886,1.0605628,0.21961729,-0.7910187,SF
0.5400046008389838,1.2678465,-0.5774826,-0.40888077,SF
1.3906411447861935,1.1476674,-0.42643178,-0.5712911,SF
2.541116436527886,1.0816015,0.23494843,-0.98437643,SF
0.3679193342762575,1.5356313,-0.5205468,-0.2893773,SF
1.516271589104872,1.3282139,-0.1047922,-0.5091872,SF
1.5228190633057508,1.1882037,-0.16792485,-0.522827,SF
2.7641857325896857,1.1984615,0.8523723,-0.06212894,AGN
1.233632523920688,1.1681013,-0.233136,-0.5603589,SF
1.7779047449504,1.2210783,-0.06609275,-0.58659196,SF
-0.984724656837058,1.9527377,-0.2127156,-1.0802041,PASS
2.4446899029861706,1.2322783,0.31513983,-0.9859351,SF
1.4186088973911464,1.4622241,-0.3098314,-0.32492515,SF
1.6518009330815073,1.217271,-0.040980786,-0.6582421,SF
2.1824525712949123,1.1022323,0.010485892,-0.65721047,SF
2.4943946422735364,1.1409472,0.1869163,-0.81763864,SF
1.7090741107669096,1.2761071,-0.15460819,-0.5162554,SF
2.196037722787872,1.2648484,0.21541458,-0.7440006,SF
1.2827073624023198,1.2952652,-0.457662,-0.26560766,SF
1.3806257613464044,1.2208029,-0.28667873,-0.5379643,SF
1.510431809253715,1.376326,-0.19706936,-0.54345775,SF
3.1868105201325485,1.0495318,0.1964601,-0.7301996,SF
0.24681190059610406,1.5603254,-0.28594416,-0.20164877,PASS
0.2840522802336516,1.2241803,-0.6395984,-0.48580793,SF
2.58992626360871,1.1695915,0.25588784,-0.84936816,SF
1.3390888977995359,1.148839,-0.3020327,-0.49362302,SF
-0.19575696600167936,1.9084164,-0.061981663,0.071100146,PASS
1.0375049462315957,1.1992483,-0.20592007,-0.57300794,SF
3.888883515417428,1.0309756,0.4755647,-0.80220747,SF
1.5942206565067931,1.1445986,-0.4036035,-0.43853742,SF
0.8856487110576526,1.2207294,-0.3977903,-0.53927004,SF
1.0078806101688849,1.239814,-0.5742302,-0.43742287,SF
0.41373461473518314,1.4462045,-0.5839962,-0.28871033,SF
0.04727354788881541,1.9665294,0.12842703,-0.2671241,PASS
0.013252932484801996,1.3595017,-0.46990016,-0.37561077,SF
-0.516433207662036,1.4520384,-0.47823292,-0.15323888,PASS
1.1659006545910833,1.2428044,-0.2824846,-0.44250238,SF
1.013277067520848,1.2073468,-0.4807986,-0.38625222,SF
0.5551299609526211,1.6786436,0.4828436,-0.31544372,PASS
2.8912298252511053,1.1104836,0.18494865,-0.7417498,SF
-1.1585657786631436,1.8866857,-0.2939332,-0.04423738,PASS
1.5664657676703733,1.1532604,0.09397217,-0.740334,SF
1.7258321973340138,1.1945895,-0.12670508,-0.62717277,SF
3.3408789585199665,1.1909617,0.5061778,-1.0785174,SF
0.2787955829282929,1.3357174,-0.5748112,-0.34724325,SF
2.5470427916527907,1.1854501,0.114734136,-0.79299617,SF
1.8679316220248303,1.7164705,0.37151527,-0.0067277565,AGN
0.5395097818264352,1.1772367,-0.7626823,-0.51621735,SF
0.8831520284802977,1.2775916,-0.15069494,-0.6036312,SF
1.2321419706093502,1.1878455,-0.45079422,-0.521686,SF
1.7681910819796773,1.1815653,-0.17695007,-0.5635314,SF
2.0723962790088493,1.1315298,-0.06353095,-0.6303902,SF
0.4143452673037598,1.2231419,-0.7741001,-0.4284885,SF
1.6569972985523829,1.1559213,-0.045025546,-0.6032604,SF
-0.8244412387013714,1.7308341,-0.1772026,0.0031525204,PASS
1.7604061306286272,1.230868,0.12920299,-0.8329332,SF
1.6221725137982927,1.7187119,0.5000242,0.09055931,AGN
1.8950258536808957,1.0803043,0.19582263,-0.837204,SF
